egoid,venues_all
9602,v0043|v0046|v0374|v0647|v0666|v0692|v0731|v0974|v0975|v0994|v1097
9603,v0550|v0665|v0958|v0992|v0994
9604,v0979
9605,v0891|v0993
9606,v0191|v0196|v0975|v0992|v0994|v1092
9607,v0084|v0153|v0220|v0233|v0259|v0315|v0316|v0504|v0638|v0665|v0731|v0992|v0998
9608,v0043|v0046|v0374|v0647|v0666|v0692|v0731|v0974|v0975|v0994|v1097
9609,v0096|v0489|v0661|v0924|v0992|v0993
9610,v0119|v0840|v0848|v0851|v0859|v0872|v0974|v0992
9611,v0994
9612,v0221|v0245|v0621|v0647|v0955|v0974|v0992|v1062
9613,v0069|v0235|v0277|v0389|v1131
9614,v0599|v0645
9615,v0525|v0550|v0974|v1189
9616,v0222|v0321|v0952|v0968|v0973
9617,v0193|v0255|v0890|v0958
9618,v0128|v0152|v0344|v0429
9619,v0087|v0221|v0358|v0521
9620,v0346|v0763|v0823|v0839|v0974|v0993|v0998|v1000|v1013
9621,v0087|v0109|v0464|v0695|v1098|v1110
9622,v0251|v0436|v0958|v0992|v0994
9623,v0313|v0958|v0992|v1013
9624,v0375|v0673|v0691|v0694|v0958|v0974|v0975|v1179
9625,v0049|v0221|v0710|v0867|v0955|v0958|v0961|v0992|v0993|v0994|v1000|v1189
9626,v0050|v0665|v1110
9627,v0050|v0665|v1110
9628,v0992|v0998
9629,v0049|v0162|v0539|v0665
9630,v0794
9631,v0128|v0152|v0344|v0429
9632,v0037|v0099|v0145|v0212|v0274|v0298|v0480|v0507|v0569|v0571|v0572|v0645|v0992|v1127|v1204
9633,v0301|v0346|v0998|v1226
9634,v0223|v0451|v0481|v0576|v0899
9635,v0346|v0763|v0823|v0839|v0974|v0993|v0998|v1000|v1013
9636,v0128|v0231|v0728|v1116
9637,v0028|v0783|v0887|v0900|v0995
9638,v0525|v0550|v0974|v1189
9639,v0063|v0159|v0954|v0998
9640,v0301|v0346|v0998|v1226
9641,v0992|v0998
9642,v0992
9643,v0665|v0975|v0992|v1055|v1088
9644,v0028|v0783|v0887|v0900|v0995
9645,v0599|v0645
9646,v0389|v0402|v0665|v0804|v0974|v0994|v1005
9647,v0192|v0778|v0958|v0974|v0975|v0992|v0993|v0994|v1185
9648,v0087|v0109|v0221|v0274|v0599|v0667|v0731|v0793|v0974|v0975|v0992|v0993|v0994|v1110
9649,v0007|v0165|v0219|v0327|v0539|v0708|v0720|v1103|v1152
9650,v0285|v0286|v0287|v0503|v0504
9651,v0525|v0550|v0974|v1189
9652,v0958|v0993
9653,v0096|v0489|v0661|v0924|v0992|v0993
9654,v0992|v0998
9655,v0923|v0960
9656,v0087|v0109|v0464|v0695|v1098|v1110
9657,v0245|v0470|v0661|v0996|v1189
9658,v0193|v0255|v0890|v0958
9659,v0016|v0092|v0109|v0133
9660,v0357|v0508|v1218
9661,v0043|v0046|v0374|v0647|v0666|v0692|v0731|v0974|v0975|v0994|v1097
9662,v0525|v0536|v0764|v0955|v0992
9663,v0016|v0092|v0109|v0133
9664,v0167|v0992
9665,v0507|v1000
9666,v0599|v0645
9667,v0958|v0993
9668,v0701|v1041|v1223
9669,v0128|v0231|v0728|v1116
9670,v0096|v0299|v0489|v0507|v0560|v0575|v0993|v1113
9671,v0167|v0992
9672,v0087|v0109|v0221|v0274|v0599|v0667|v0731|v0793|v0974|v0975|v0992|v0993|v0994|v1110
9673,v0087|v0959
9674,v0312|v0793
9675,v0027|v0120|v0128|v0221|v0355|v0376|v0430|v0897|v0958|v0975|v0991|v0992|v1102|v1189
9676,v0007|v0165|v0219|v0327|v0539|v0708|v0720|v1103|v1152
9677,v0116|v0600|v0974|v0992|v0993
9678,v0203|v0675|v0684|v0793|v0890|v0993|v1023
9679,v0221|v0255|v0378|v0599|v0986
9680,v0152|v0831|v0900|v0992
9681,v0042|v0494|v0603|v0679|v0837|v1146
9682,v0050|v0375|v0620
9683,v0222|v0321|v0952|v0968|v0973
9684,v0389|v0531|v0553|v0591|v0599|v0917|v0974|v0992|v0998|v0999|v1196
9685,v0525|v0536|v0764|v0955|v0992
9686,v0069|v0235|v0277|v0389|v1131
9687,v0096|v0656|v1183
9688,v0087|v0616|v0625|v0647|v0651|v0653|v1160
9689,v0145|v0176|v0500|v0974|v0998
9690,v0087|v0616|v0625|v0647|v0651|v0653|v1160
9691,v0128|v0221|v0233|v0992
9692,v0992|v0998
9693,v0221|v0245|v0621|v0647|v0955|v0974|v0992|v1062
9694,v0128|v0231|v0728|v1116
9695,v0245|v0470|v0661|v0996|v1189
9696,v0063|v0159|v0954|v0998
9697,v0979
9698,v0255|v0356|v0382
9699,v0027|v0120|v0128|v0221|v0355|v0376|v0430|v0897|v0958|v0975|v0991|v0992|v1102|v1189
9700,v0562|v0681|v0967|v1110|v1132
9701,v0030|v0163|v0222|v0334|v0341|v0388
9702,v0375|v0673|v0691|v0694|v0958|v0974|v0975|v1179
9703,v0128|v0152|v0344|v0429
9704,v0525|v0532|v0542|v0668|v0678|v0975
9705,v0722|v1105|v1167
9706,v0028|v0783|v0887|v0900|v0995
9707,v0992|v0998
9708,v0049|v0993|v1093
9709,v0389|v0402|v0665|v0804|v0974|v0994|v1005
9710,v0375|v0673|v0691|v0694|v0958|v0974|v0975|v1179
9711,v0992|v0993|v0994
9712,v0050|v0189|v0294|v0383|v0634|v0793|v0992|v1225
9713,v0665|v0975|v0992|v1055|v1088
9714,v0810|v0941|v1156
9715,v0069|v0235|v0277|v0389|v1131
9716,v0050|v0731|v0993
9717,v0128|v0152|v0344|v0429
9718,v0042|v0494|v0603|v0679|v0837|v1146
9719,v0049|v0162|v0539|v0665
9720,v0116|v0600|v0974|v0992|v0993
9721,v0027|v0120|v0128|v0221|v0355|v0376|v0430|v0897|v0958|v0975|v0991|v0992|v1102|v1189
9722,v0599|v0645
9723,v0389|v0402|v0665|v0804|v0974|v0994|v1005
9724,v0245|v0470|v0661|v0996|v1189
9725,v0016|v0092|v0109|v0133
9726,v0176|v0221|v0266|v0367|v0391|v0434|v0435|v0513|v0647|v0665|v0958|v0992|v1201
9727,v0550|v0665|v0958|v0992|v0994
9728,v0701|v1041|v1223
9729,v0354|v0359|v0995
9730,v0354|v0359|v0995
9731,v0599|v0645
9732,v0128|v0231|v0728|v1116
9733,v0142|v0917
9734,v0245|v0688|v0955|v0958|v0974|v0975|v0992|v0993|v0994|v1000
9735,v0096|v0489|v0661|v0924|v0992|v0993
9736,v0050|v0431|v0647|v0765|v0793|v0975|v0992|v1000
9737,v0096|v0656|v1183
9738,v0016|v0092|v0109|v0133
9739,v0375|v0673|v0691|v0694|v0958|v0974|v0975|v1179
9740,v0810|v0941|v1156
9741,v0550|v0665|v0958|v0992|v0994
9742,v0142|v0917
9743,v0248|v0363|v0365|v0366|v0556
9744,v0176|v0221|v0429|v0793|v0958|v0992|v0993
9745,v0069|v0235|v0277|v0389|v1131
9746,v0599|v0645
9747,v0007|v0165|v0219|v0327|v0539|v0708|v0720|v1103|v1152
9748,v0128|v0221|v0233|v0992
9749,v0722|v1105|v1167
9750,v0525|v0536|v0764|v0955|v0992
9751,v0759|v0772|v0859|v0870|v0949|v0992|v0994|v0998
9752,v0176|v0221|v0429|v0793|v0958|v0992|v0993
9753,v0087|v0507|v0518|v0587|v0919|v0992
9754,v0958|v0975|v0992|v0994
9755,v0063|v0159|v0954|v0998
9756,v0109|v0122|v0450|v0568|v0676|v0826
9757,v0167|v0992
9758,v0030|v0186|v0970
9759,v0096|v0299|v0489|v0507|v0560|v0575|v0993|v1113
9760,v0255|v0356|v0382
9761,v0958|v0975|v0992|v0994
9762,v0323|v0333|v0665|v0738|v0844|v0974|v0975|v0992|v0993|v0994|v1130|v1133|v1147
9763,v0389|v0402|v0665|v0804|v0974|v0994|v1005
9764,v0050|v0665|v1110
9765,v0994
9766,v0599|v0645
9767,v0285|v0286|v0287|v0503|v0504
9768,v0049|v0221|v0710|v0867|v0955|v0958|v0961|v0992|v0993|v0994|v1000|v1189
9769,v0313|v0958|v0992|v1013
9770,v0599|v0645
9771,v0049|v0221|v0710|v0867|v0955|v0958|v0961|v0992|v0993|v0994|v1000|v1189
9772,v0084|v0153|v0220|v0233|v0259|v0315|v0316|v0504|v0638|v0665|v0731|v0992|v0998
9773,v0891|v0993
9774,v0152|v0831|v0900|v0992
9775,v0274|v0311|v0449|v0492
9776,v0285|v0286|v0287|v0503|v0504
9777,v0119|v0840|v0848|v0851|v0859|v0872|v0974|v0992
9778,v0366|v0642|v0649|v0689|v0787|v0887|v0954|v0992|v1001
9779,v0087|v0507|v0518|v0587|v0919|v0992
9780,v0084|v0153|v0220|v0233|v0259|v0315|v0316|v0504|v0638|v0665|v0731|v0992|v0998
9781,v0050|v0731|v0993
9782,v0050|v0189|v0294|v0383|v0634|v0793|v0992|v1225
9783,v0027|v0120|v0128|v0221|v0355|v0376|v0430|v0897|v0958|v0975|v0991|v0992|v1102|v1189
9784,v0097|v0256|v0385|v0480|v0498|v0534|v0572|v0665|v0974|v0992|v0994|v0998
9785,v0042|v0494|v0603|v0679|v0837|v1146
9786,v0063|v0159|v0954|v0998
9787,v0958|v0975|v0992|v0994
9788,v0979
9789,v0323|v0333|v0665|v0738|v0844|v0974|v0975|v0992|v0993|v0994|v1130|v1133|v1147
9790,v0389|v0402|v0665|v0804|v0974|v0994|v1005
9791,v0037|v0099|v0145|v0212|v0274|v0298|v0480|v0507|v0569|v0571|v0572|v0645|v0992|v1127|v1204
9792,v0049|v0162|v0539|v0665
9793,v0172|v0331|v0731|v0958|v0992
9794,v0312
9795,v0255|v0356|v0382
9796,v0312
9797,v0049|v0993|v1093
9798,v0096|v0384|v0507|v0996
9799,v0096|v0489|v0661|v0924|v0992|v0993
9800,v0222|v0321|v0952|v0968|v0973
9801,v0323|v0333|v0665|v0738|v0844|v0974|v0975|v0992|v0993|v0994|v1130|v1133|v1147
9802,v0109|v0122|v0450|v0568|v0676|v0826
9803,v0958|v0993
9804,v0221|v0255|v0378|v0599|v0986
9805,v0176|v0221|v0429|v0793|v0958|v0992|v0993
9806,v0145|v0176|v0500|v0974|v0998
9807,v0507|v1000
9808,v0346|v0763|v0823|v0839|v0974|v0993|v0998|v1000|v1013
9809,v0176|v0221|v0429|v0793|v0958|v0992|v0993
9810,v0346|v0763|v0823|v0839|v0974|v0993|v0998|v1000|v1013
9811,v0037|v0099|v0145|v0212|v0274|v0298|v0480|v0507|v0569|v0571|v0572|v0645|v0992|v1127|v1204
9812,v0145|v0176|v0500|v0974|v0998
9813,v0097|v0256|v0385|v0480|v0498|v0534|v0572|v0665|v0974|v0992|v0994|v0998
9814,v0063|v0159|v0954|v0998
9815,v0063|v0159|v0954|v0998
9816,v0033|v0050|v0109|v0111|v0115|v0547|v0632|v0860
9817,v0245|v0688|v0955|v0958|v0974|v0975|v0992|v0993|v0994|v1000
9818,v0222|v0321|v0952|v0968|v0973
9819,v0049|v0221|v0710|v0867|v0955|v0958|v0961|v0992|v0993|v0994|v1000|v1189
9820,v0759|v0772|v0859|v0870|v0949|v0992|v0994|v0998
9821,v0145|v0176|v0500|v0974|v0998
9822,v0759|v0772|v0859|v0870|v0949|v0992|v0994|v0998
9823,v0087|v0959
9824,v0007|v0165|v0219|v0327|v0539|v0708|v0720|v1103|v1152
9825,v0389|v0531|v0553|v0591|v0599|v0917|v0974|v0992|v0998|v0999|v1196
9826,v0087|v0959
9827,v0562|v0681|v0967|v1110|v1132
9828,v0096|v0384|v0507|v0996
9829,v0049|v0993|v1093
9830,v0251|v0436|v0958|v0992|v0994
9831,v0039|v0087|v0290|v0476|v0479|v0813|v0822
9832,v0221|v0665|v0961|v0974
9833,v0128|v0221|v0233|v0992
9834,v0176|v0221|v0266|v0367|v0391|v0434|v0435|v0513|v0647|v0665|v0958|v0992|v1201
9835,v0323|v0333|v0665|v0738|v0844|v0974|v0975|v0992|v0993|v0994|v1130|v1133|v1147
9836,v0285|v0286|v0287|v0503|v0504
9837,v0562|v0681|v0967|v1110|v1132
9838,v0248|v0363|v0365|v0366|v0556
9839,v0389|v0531|v0553|v0591|v0599|v0917|v0974|v0992|v0998|v0999|v1196
9840,v0027|v0120|v0128|v0221|v0355|v0376|v0430|v0897|v0958|v0975|v0991|v0992|v1102|v1189
9841,v0223|v0451|v0481|v0576|v0899
9842,v0016|v0092|v0109|v0133
9843,v0096|v0384|v0507|v0996
9844,v0223|v0451|v0481|v0576|v0899
9845,v0481
9846,v0016|v0092|v0109|v0133
9847,v0992|v0993|v0994
9848,v0109|v0430|v0665
9849,v0321|v0665|v0975|v0992
9850,v0923|v0960
9851,v0366|v0642|v0649|v0689|v0787|v0887|v0954|v0992|v1001
9852,v0550|v0665|v0958|v0992|v0994
9853,v0293|v0388|v0389|v0401|v0405|v0422|v0467|v0501|v0505|v0545|v0550|v0635|v0639|v0665|v0881|v0886|v0979|v1069
9854,v0087|v0959
9855,v0223|v0451|v0481|v0576|v0899
9856,v0562|v0681|v0967|v1110|v1132
9857,v0274|v0311|v0449|v0492
9858,v0221|v0255|v0378|v0599|v0986
9859,v0050|v0431|v0647|v0765|v0793|v0975|v0992|v1000
9860,v0550|v0665|v0958|v0992|v0994
9861,v0191|v0196|v0975|v0992|v0994|v1092
9862,v0050|v0431|v0647|v0765|v0793|v0975|v0992|v1000
9863,v0050|v0375|v0620
9864,v0810|v0941|v1156
9865,v0984|v1127|v1216
9866,v0096|v0384|v0507|v0996
9867,v0049|v0993|v1093
9868,v0979
9869,v0550|v0665|v0958|v0992|v0994
9870,v0030|v0163|v0222|v0334|v0341|v0388
9871,v0525|v0536|v0764|v0955|v0992
9872,v0039|v0087|v0290|v0476|v0479|v0813|v0822
9873,v0958|v0975|v0992|v0994
9874,v0033|v0050|v0109|v0111|v0115|v0547|v0632|v0860
9875,v0357|v0508|v1218
9876,v0050|v0665|v1110
9877,v0221|v0665|v0961|v0974
9878,v0232|v0992
9879,v0087|v0233|v0599|v0893|v0955|v0992|v0993|v0994
9880,v0116|v0600|v0974|v0992|v0993
9881,v0109|v0430|v0665
9882,v0389|v0531|v0553|v0591|v0599|v0917|v0974|v0992|v0998|v0999|v1196
9883,v0321|v0665|v0975|v0992
9884,v0050|v0731|v0993
9885,v0293|v0388|v0389|v0401|v0405|v0422|v0467|v0501|v0505|v0545|v0550|v0635|v0639|v0665|v0881|v0886|v0979|v1069
9886,v0128|v0231|v0728|v1116
9887,v0994
9888,v0096|v0489|v0661|v0924|v0992|v0993
9889,v0366|v0642|v0649|v0689|v0787|v0887|v0954|v0992|v1001
9890,v0389|v0531|v0553|v0591|v0599|v0917|v0974|v0992|v0998|v0999|v1196
9891,v0221|v0665|v0961|v0974
9892,v0992|v0998
9893,v0068|v0481|v0527|v0879|v0918|v0927|v0974|v0975|v0992|v1046
9894,v0722|v1105|v1167
9895,v0525|v0550|v0974|v1189
9896,v0992|v0998
9897,v0087|v0109|v0221|v0274|v0599|v0667|v0731|v0793|v0974|v0975|v0992|v0993|v0994|v1110
9898,v0109|v0430|v0665
9899,v0087|v0249|v0513|v0614|v0624|v0720|v0998
9900,v0152|v0831|v0900|v0992
9901,v0030|v0186|v0970
9902,v0049|v0221|v0710|v0867|v0955|v0958|v0961|v0992|v0993|v0994|v1000|v1189
9903,v0285|v0286|v0287|v0503|v0504
9904,v0550|v0665|v0958|v0992|v0994
9905,v0507|v1000
9906,v0550|v0665|v0958|v0992|v0994
9907,v0176|v0221|v0266|v0367|v0391|v0434|v0435|v0513|v0647|v0665|v0958|v0992|v1201
9908,v0172|v0331|v0731|v0958|v0992
9909,v0087|v0171|v0653|v0992|v1148
9910,v0063|v0159|v0954|v0998
9911,v0346|v0763|v0823|v0839|v0974|v0993|v0998|v1000|v1013
9912,v0301|v0346|v0998|v1226
9913,v0087|v0249|v0513|v0614|v0624|v0720|v0998
9914,v0084|v0153|v0220|v0233|v0259|v0315|v0316|v0504|v0638|v0665|v0731|v0992|v0998
9915,v0222|v0321|v0952|v0968|v0973
9916,v0109|v0430|v0665
9917,v0958|v0993
9918,v0192|v0778|v0958|v0974|v0975|v0992|v0993|v0994|v1185
9919,v0128|v0152|v0344|v0429
9920,v0793|v0935
9921,v0375|v0673|v0691|v0694|v0958|v0974|v0975|v1179
9922,v0087|v0249|v0513|v0614|v0624|v0720|v0998
9923,v0389|v0531|v0553|v0591|v0599|v0917|v0974|v0992|v0998|v0999|v1196
9924,v0087|v0109|v0221|v0274|v0599|v0667|v0731|v0793|v0974|v0975|v0992|v0993|v0994|v1110
9925,v0525|v0536|v0764|v0955|v0992
9926,v0222|v0321|v0952|v0968|v0973
9927,v0145|v0176|v0500|v0974|v0998
9928,v0069|v0235|v0277|v0389|v1131
9929,v0357|v0508|v1218
9930,v0037|v0099|v0145|v0212|v0274|v0298|v0480|v0507|v0569|v0571|v0572|v0645|v0992|v1127|v1204
9931,v0323|v0333|v0665|v0738|v0844|v0974|v0975|v0992|v0993|v0994|v1130|v1133|v1147
9932,v0665|v0975|v0992|v1055|v1088
9933,v0128|v0152|v0344|v0429
9934,v0994
9935,v0389|v0402|v0665|v0804|v0974|v0994|v1005
9936,v0096|v0384|v0507|v0996
9937,v0050|v0375|v0620
9938,v0176|v0221|v0429|v0793|v0958|v0992|v0993
9939,v0167|v0992
9940,v0357|v0508|v1218
9941,v0793|v0935
9942,v0087|v0171|v0653|v0992|v1148
9943,v0193|v0255|v0890|v0958
9944,v0562|v0681|v0967|v1110|v1132
9945,v0087|v0616|v0625|v0647|v0651|v0653|v1160
9946,v0128|v0221|v0233|v0992
9947,v0128|v0231|v0728|v1116
9948,v0232|v0992
9949,v0192|v0778|v0958|v0974|v0975|v0992|v0993|v0994|v1185
9950,v0039|v0087|v0290|v0476|v0479|v0813|v0822
9951,v0525|v0532|v0542|v0668|v0678|v0975
9952,v0167|v0992
9953,v0096|v0656|v1183
9954,v0525|v0536|v0764|v0955|v0992
9955,v0992
9956,v0701|v1041|v1223
9957,v0028|v0783|v0887|v0900|v0995
9958,v0050|v0431|v0647|v0765|v0793|v0975|v0992|v1000
9959,v0049|v0221|v0710|v0867|v0955|v0958|v0961|v0992|v0993|v0994|v1000|v1189
9960,v0068|v0481|v0527|v0879|v0918|v0927|v0974|v0975|v0992|v1046
9961,v0346|v0763|v0823|v0839|v0974|v0993|v0998|v1000|v1013
9962,v0063|v0159|v0954|v0998
9963,v0087|v0507|v0518|v0587|v0919|v0992
9964,v0891|v0993
9965,v0087|v0109|v0464|v0695|v1098|v1110
9966,v0096|v0384|v0507|v0996
9967,v0979
9968,v0794
9969,v0087|v0233|v0599|v0893|v0955|v0992|v0993|v0994
9970,v0050|v0431|v0647|v0765|v0793|v0975|v0992|v1000
9971,v0096|v0656|v1183
9972,v0232|v0992
9973,v0992|v0998
9974,v0992|v0998
9975,v0221|v0245|v0621|v0647|v0955|v0974|v0992|v1062
9976,v0507|v1000
9977,v0039|v0087|v0290|v0476|v0479|v0813|v0822
9978,v0293|v0388|v0389|v0401|v0405|v0422|v0467|v0501|v0505|v0545|v0550|v0635|v0639|v0665|v0881|v0886|v0979|v1069
9979,v0050|v0665|v1110
9980,v0312|v0793
9981,v0992
9982,v0321|v0665|v0975|v0992
9983,v0043|v0046|v0374|v0647|v0666|v0692|v0731|v0974|v0975|v0994|v1097
9984,v0050|v0431|v0647|v0765|v0793|v0975|v0992|v1000
9985,v0069|v0235|v0277|v0389|v1131
9986,v0221|v0245|v0621|v0647|v0955|v0974|v0992|v1062
9987,v0507|v1000
9988,v0167|v0992
9989,v0128|v0221|v0233|v0992
9990,v0097|v0256|v0385|v0480|v0498|v0534|v0572|v0665|v0974|v0992|v0994|v0998
9991,v0366|v0642|v0649|v0689|v0787|v0887|v0954|v0992|v1001
9992,v0992|v0998
9993,v0128|v0221|v0233|v0992
9994,v0984|v1127|v1216
9995,v0221|v0245|v0621|v0647|v0955|v0974|v0992|v1062
9996,v0525|v0550|v0974|v1189
9997,v0063|v0159|v0954|v0998
9998,v0030|v0163|v0222|v0334|v0341|v0388
9999,v0007|v0165|v0219|v0327|v0539|v0708|v0720|v1103|v1152
10000,v0525|v0550|v0974|v1189
10001,v0050|v0665|v1110
10002,v0248|v0363|v0365|v0366|v0556
10003,v0366|v0642|v0649|v0689|v0787|v0887|v0954|v0992|v1001
10004,v0222|v0321|v0952|v0968|v0973
10005,v0096|v0299|v0489|v0507|v0560|v0575|v0993|v1113
10006,v0176|v0221|v0429|v0793|v0958|v0992|v0993
10007,v0891|v0993
10008,v0087|v0109|v0221|v0274|v0599|v0667|v0731|v0793|v0974|v0975|v0992|v0993|v0994|v1110
10009,v0039|v0087|v0290|v0476|v0479|v0813|v0822
10010,v0701|v1041|v1223
10011,v0028|v0783|v0887|v0900|v0995
10012,v0923|v0960
10013,v0366|v0642|v0649|v0689|v0787|v0887|v0954|v0992|v1001
10014,v0221|v0255|v0378|v0599|v0986
10015,v0248|v0363|v0365|v0366|v0556
10016,v0069|v0235|v0277|v0389|v1131
10017,v0142|v0917
10018,v0293|v0388|v0389|v0401|v0405|v0422|v0467|v0501|v0505|v0545|v0550|v0635|v0639|v0665|v0881|v0886|v0979|v1069
10019,v0312|v0793
10020,v0301|v0346|v0998|v1226
10021,v0550|v0665|v0958|v0992|v0994
10022,v0116|v0600|v0974|v0992|v0993
10023,v0992|v0993|v0994
10024,v0152|v0831|v0900|v0992
10025,v0301|v0346|v0998|v1226
10026,v0255|v0356|v0382
10027,v0068|v0481|v0527|v0879|v0918|v0927|v0974|v0975|v0992|v1046
10028,v0033|v0050|v0109|v0111|v0115|v0547|v0632|v0860
10029,v0027|v0120|v0128|v0221|v0355|v0376|v0430|v0897|v0958|v0975|v0991|v0992|v1102|v1189
10030,v0016|v0092|v0109|v0133
10031,v0096|v0299|v0489|v0507|v0560|v0575|v0993|v1113
10032,v0979
10033,v0357|v0508|v1218
10034,v0525|v0532|v0542|v0668|v0678|v0975
10035,v0958|v0961|v0974|v0975|v0992|v0993|v0994
10036,v0063|v0159|v0954|v0998
10037,v0312|v0793
10038,v0274|v0311|v0449|v0492
10039,v0037|v0099|v0145|v0212|v0274|v0298|v0480|v0507|v0569|v0571|v0572|v0645|v0992|v1127|v1204
10040,v0366|v0642|v0649|v0689|v0787|v0887|v0954|v0992|v1001
10041,v0312|v0793
10042,v0050|v0665|v1110
10043,v0759|v0772|v0859|v0870|v0949|v0992|v0994|v0998
10044,v0759|v0772|v0859|v0870|v0949|v0992|v0994|v0998
10045,v0992
10046,v0992
10047,v0028|v0783|v0887|v0900|v0995
10048,v0097|v0256|v0385|v0480|v0498|v0534|v0572|v0665|v0974|v0992|v0994|v0998
10049,v0128|v0152|v0344|v0429
10050,v0116|v0600|v0974|v0992|v0993
10051,v0050|v0731|v0993
10052,v0050|v0731|v0993
10053,v0958|v0993
10054,v0701|v1041|v1223
10055,v0172|v0331|v0731|v0958|v0992
10056,v0759|v0772|v0859|v0870|v0949|v0992|v0994|v0998
10057,v0116|v0600|v0974|v0992|v0993
10058,v0992|v0998
10059,v0087|v0109|v0464|v0695|v1098|v1110
10060,v0172|v0331|v0731|v0958|v0992
10061,v0301|v0346|v0998|v1226
10062,v0321|v0665|v0975|v0992
10063,v0128|v0221|v0233|v0992
10064,v0007|v0165|v0219|v0327|v0539|v0708|v0720|v1103|v1152
10065,v0176|v0221|v0266|v0367|v0391|v0434|v0435|v0513|v0647|v0665|v0958|v0992|v1201
10066,v0665|v0975|v0992|v1055|v1088
10067,v0063|v0159|v0954|v0998
10068,v0128|v0231|v0728|v1116
10069,v0354|v0359|v0995
10070,v0037|v0099|v0145|v0212|v0274|v0298|v0480|v0507|v0569|v0571|v0572|v0645|v0992|v1127|v1204
10071,v0087|v0109|v0464|v0695|v1098|v1110
10072,v0087|v0233|v0599|v0893|v0955|v0992|v0993|v0994
10073,v0049|v0221|v0710|v0867|v0955|v0958|v0961|v0992|v0993|v0994|v1000|v1189
10074,v0984|v1127|v1216
10075,v0293|v0388|v0389|v0401|v0405|v0422|v0467|v0501|v0505|v0545|v0550|v0635|v0639|v0665|v0881|v0886|v0979|v1069
10076,v0043|v0046|v0374|v0647|v0666|v0692|v0731|v0974|v0975|v0994|v1097
10077,v0192|v0778|v0958|v0974|v0975|v0992|v0993|v0994|v1185
10078,v0176|v0221|v0266|v0367|v0391|v0434|v0435|v0513|v0647|v0665|v0958|v0992|v1201
10079,v0301|v0346|v0998|v1226
10080,v0049|v0162|v0539|v0665
10081,v0050|v0375|v0620
10082,v0109|v0122|v0450|v0568|v0676|v0826
10083,v0037|v0099|v0145|v0212|v0274|v0298|v0480|v0507|v0569|v0571|v0572|v0645|v0992|v1127|v1204
10084,v0793|v0935
10085,v0203|v0675|v0684|v0793|v0890|v0993|v1023
10086,v0119|v0840|v0848|v0851|v0859|v0872|v0974|v0992
10087,v0223|v0451|v0481|v0576|v0899
10088,v0084|v0153|v0220|v0233|v0259|v0315|v0316|v0504|v0638|v0665|v0731|v0992|v0998
10089,v0145|v0176|v0500|v0974|v0998
10090,v0128|v0221|v0233|v0992
10091,v0043|v0046|v0374|v0647|v0666|v0692|v0731|v0974|v0975|v0994|v1097
10092,v0979
10093,v0191|v0196|v0975|v0992|v0994|v1092
10094,v0193|v0255|v0890|v0958
10095,v0599|v0645
10096,v0049|v0993|v1093
10097,v0525|v0536|v0764|v0955|v0992
10098,v0301|v0346|v0998|v1226
10099,v0992|v0998
10100,v0203|v0675|v0684|v0793|v0890|v0993|v1023
10101,v0357|v0508|v1218
10102,v0701|v1041|v1223
10103,v0096|v0489|v0661|v0924|v0992|v0993
10104,v0030|v0163|v0222|v0334|v0341|v0388
10105,v0722|v1105|v1167
10106,v0389|v0531|v0553|v0591|v0599|v0917|v0974|v0992|v0998|v0999|v1196
10107,v0958|v0975|v0992|v0994
10108,v0176|v0221|v0429|v0793|v0958|v0992|v0993
10109,v0323|v0333|v0665|v0738|v0844|v0974|v0975|v0992|v0993|v0994|v1130|v1133|v1147
10110,v0096|v0299|v0489|v0507|v0560|v0575|v0993|v1113
10111,v0128|v0221|v0233|v0992
10112,v0312|v0793
10113,v0357|v0508|v1218
10114,v0245|v0470|v0661|v0996|v1189
10115,v0128|v0231|v0728|v1116
10116,v0958|v0993
10117,v0562|v0681|v0967|v1110|v1132
10118,v0128|v0221|v0233|v0992
10119,v0030|v0186|v0970
10120,v0039|v0321|v0992
10121,v0027|v0120|v0128|v0221|v0355|v0376|v0430|v0897|v0958|v0975|v0991|v0992|v1102|v1189
10122,v0176|v0221|v0266|v0367|v0391|v0434|v0435|v0513|v0647|v0665|v0958|v0992|v1201
10123,v0176|v0221|v0429|v0793|v0958|v0992|v0993
10124,v0525|v0550|v0974|v1189
10125,v0119|v0840|v0848|v0851|v0859|v0872|v0974|v0992
10126,v0701|v1041|v1223
10127,v0043|v0046|v0374|v0647|v0666|v0692|v0731|v0974|v0975|v0994|v1097
10128,v0221|v0255|v0378|v0599|v0986
10129,v0958|v0993
10130,v0069|v0235|v0277|v0389|v1131
10131,v0087|v0616|v0625|v0647|v0651|v0653|v1160
10132,v0096|v0384|v0507|v0996
10133,v0007|v0165|v0219|v0327|v0539|v0708|v0720|v1103|v1152
10134,v0274|v0311|v0449|v0492
10135,v0016|v0092|v0109|v0133
10136,v0050|v0665|v1110
10137,v0285|v0286|v0287|v0503|v0504
10138,v0087|v0171|v0653|v0992|v1148
10139,v0389|v0402|v0665|v0804|v0974|v0994|v1005
10140,v0096|v0384|v0507|v0996
10141,v0251|v0436|v0958|v0992|v0994
10142,v0119|v0840|v0848|v0851|v0859|v0872|v0974|v0992
10143,v0389|v0402|v0665|v0804|v0974|v0994|v1005
10144,v0037|v0099|v0145|v0212|v0274|v0298|v0480|v0507|v0569|v0571|v0572|v0645|v0992|v1127|v1204
