egoid,apps_all,apps_dating,apps_nondating
9388,a05,a05,s09388
9389,a05|a14,a05|a14,s09389
9390,s09390,s09390,s09390
9391,a01,a01,s09391
9392,s09392,s09392,s09392
9393,s09393,s09393,s09393
9394,a05,a05,s09394
9395,a05,a05,s09395
9396,a05|a14,a05|a14,s09396
9397,a01,a01,s09397
9398,a06|a07|a08|a40,s09398,a06|a07|a08|a40
9399,a01|a05,a01|a05,s09399
9400,s09400,s09400,s09400
9401,a06|a07|a08|a40,s09401,a06|a07|a08|a40
9402,a05|a07|a10,a05,a07|a10
9403,s09403,s09403,s09403
9404,a01|a05,a01|a05,s09404
9405,a01|a07|a13|a25,a01|a13,a07|a25
9406,s09406,s09406,s09406
9407,a05|a11|a24,a05|a11|a24,s09407
9408,s09408,s09408,s09408
9409,s09409,s09409,s09409
9410,a05|a14,a05|a14,s09410
9411,a05|a14,a05|a14,s09411
9412,a05,a05,s09412
9413,s09413,s09413,s09413
9414,a05|a17|a19|a32,a05|a17|a19|a32,s09414
9415,a05|a10|a14|a17,a05|a14|a17,a10
9416,a02|a07,a02,a07
9417,s09417,s09417,s09417
9418,s09418,s09418,s09418
9419,a05,a05,s09419
9420,a05|a07,a05,a07
9421,s09421,s09421,s09421
9422,a05|a07,a05,a07
9423,a05|a14,a05|a14,s09423
9424,a01|a19,a01|a19,s09424
9425,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31,a01|a03|a05|a14|a17|a24|a26,a06|a07|a08|a10|a12|a25|a31
9426,a05|a14,a05|a14,s09426
9427,a05|a07,a05,a07
9428,a05|a16,a05|a16,s09428
9429,s09429,s09429,s09429
9430,s09430,s09430,s09430
9431,a01,a01,s09431
9432,a01,a01,s09432
9433,a05,a05,s09433
9434,a01|a03|a05|a19|a25,a01|a03|a05|a19,a25
9435,s09435,s09435,s09435
9436,a01|a05|a07|a14|a16|a23,a01|a05|a14|a16|a23,a07
9437,s09437,s09437,s09437
9438,s09438,s09438,s09438
9439,a05,a05,s09439
9440,a05|a16,a05|a16,s09440
9441,s09441,s09441,s09441
9442,s09442,s09442,s09442
9443,a07,s09443,a07
9444,a07,s09444,a07
9445,s09445,s09445,s09445
9446,a05|a14,a05|a14,s09446
9447,s09447,s09447,s09447
9448,a05,a05,s09448
9449,s09449,s09449,s09449
9450,s09450,s09450,s09450
9451,a07,s09451,a07
9452,s09452,s09452,s09452
9453,a01|a05|a14|a16,a01|a05|a14|a16,s09453
9454,s09454,s09454,s09454
9455,a05|a14,a05|a14,s09455
9456,a05|a07,a05,a07
9457,a05|a12|a14|a16|a34|a41,a05|a14|a16|a34|a41,a12
9458,a05|a14,a05|a14,s09458
9459,s09459,s09459,s09459
9460,s09460,s09460,s09460
9461,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31,a01|a03|a05|a14|a17|a24|a26,a06|a07|a08|a10|a12|a25|a31
9462,a01|a05|a07,a01|a05,a07
9463,a05,a05,s09463
9464,a05|a07|a08|a10|a50,a05|a50,a07|a08|a10
9465,s09465,s09465,s09465
9466,s09466,s09466,s09466
9467,a05|a07|a08|a10|a50,a05|a50,a07|a08|a10
9468,s09468,s09468,s09468
9469,a05,a05,s09469
9470,a05,a05,s09470
9471,a05,a05,s09471
9472,a12,s09472,a12
9473,a05|a14|a17,a05|a14|a17,s09473
9474,s09474,s09474,s09474
9475,a05|a07|a14|a17,a05|a14|a17,a07
9476,a05|a14,a05|a14,s09476
9477,s09477,s09477,s09477
9478,a01|a05,a01|a05,s09478
9479,s09479,s09479,s09479
9480,s09480,s09480,s09480
9481,s09481,s09481,s09481
9482,s09482,s09482,s09482
9483,a09|a11,a09|a11,s09483
9484,s09484,s09484,s09484
9485,a05,a05,s09485
9486,a09|a16|a34|a46,a09|a16|a34|a46,s09486
9487,a05|a14,a05|a14,s09487
9488,a05|a16,a05|a16,s09488
9489,s09489,s09489,s09489
9490,a05|a14,a05|a14,s09490
9491,a05|a11|a24,a05|a11|a24,s09491
9492,a07,s09492,a07
9493,a01,a01,s09493
9494,a05,a05,s09494
9495,a01|a05|a06|a07|a08|a09|a40,a01|a05|a09,a06|a07|a08|a40
9496,s09496,s09496,s09496
9497,a01,a01,s09497
9498,a01|a05|a07|a09|a17|a18|a19|a22|a23,a01|a05|a09|a17|a18|a19|a22|a23,a07
9499,s09499,s09499,s09499
9500,a14,a14,s09500
9501,a05|a16,a05|a16,s09501
9502,a05|a14,a05|a14,s09502
9503,a05|a14|a17,a05|a14|a17,s09503
9504,s09504,s09504,s09504
9505,a02|a03|a05|a06,a02|a03|a05,a06
9506,a05|a17,a05|a17,s09506
9507,a14,a14,s09507
9508,s09508,s09508,s09508
9509,s09509,s09509,s09509
9510,s09510,s09510,s09510
9511,a01|a05|a07|a14|a16|a23,a01|a05|a14|a16|a23,a07
9512,a05|a07,a05,a07
9513,s09513,s09513,s09513
9514,a09|a11,a09|a11,s09514
9515,a05|a14|a17|a18|a32,a05|a14|a17|a18|a32,s09515
9516,a05,a05,s09516
9517,a01|a03|a05|a19|a25,a01|a03|a05|a19,a25
9518,a05,a05,s09518
9519,a05,a05,s09519
9520,a01|a05|a07|a09|a17|a18|a19|a22|a23,a01|a05|a09|a17|a18|a19|a22|a23,a07
9521,a05,a05,s09521
9522,s09522,s09522,s09522
9523,s09523,s09523,s09523
9524,s09524,s09524,s09524
9525,a07,s09525,a07
9526,a05|a14|a16|a17|a21|a34|a41,a05|a14|a16|a17|a21|a34|a41,s09526
9527,s09527,s09527,s09527
9528,a14,a14,s09528
9529,a05|a10|a14|a17,a05|a14|a17,a10
9530,a05,a05,s09530
9531,a12,s09531,a12
9532,a05,a05,s09532
9533,a05|a14,a05|a14,s09533
9534,s09534,s09534,s09534
9535,a05,a05,s09535
9536,a05|a14,a05|a14,s09536
9537,s09537,s09537,s09537
9538,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9539,s09539,s09539,s09539
9540,s09540,s09540,s09540
9541,a05|a34,a05|a34,s09541
9542,a14|a51,a14,a51
9543,a01,a01,s09543
9544,s09544,s09544,s09544
9545,a01|a07|a13|a25,a01|a13,a07|a25
9546,a05|a17|a19|a32,a05|a17|a19|a32,s09546
9547,a09|a16|a34|a46,a09|a16|a34|a46,s09547
9548,a05|a17|a19|a32,a05|a17|a19|a32,s09548
9549,a05|a14|a17,a05|a14|a17,s09549
9550,s09550,s09550,s09550
9551,a01|a05,a01|a05,s09551
9552,s09552,s09552,s09552
9553,s09553,s09553,s09553
9554,a05,a05,s09554
9555,s09555,s09555,s09555
9556,a16|a17|a18,a16|a17|a18,s09556
9557,s09557,s09557,s09557
9558,a05,a05,s09558
9559,s09559,s09559,s09559
9560,a05,a05,s09560
9561,a05,a05,s09561
9562,a07,s09562,a07
9563,a14|a41,a14|a41,s09563
9564,a01|a05|a07,a01|a05,a07
9565,s09565,s09565,s09565
9566,a01|a05|a07,a01|a05,a07
9567,a05,a05,s09567
9568,a05,a05,s09568
9569,a06|a07|a08|a40,s09569,a06|a07|a08|a40
9570,a05|a14,a05|a14,s09570
9571,s09571,s09571,s09571
9572,a05|a14,a05|a14,s09572
9573,a01|a05|a19,a01|a05|a19,s09573
9574,a07,s09574,a07
9575,a05|a07,a05,a07
9576,s09576,s09576,s09576
9577,a05|a07,a05,a07
9578,a01|a05|a07|a14|a16|a23,a01|a05|a14|a16|a23,a07
9579,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9580,a05|a07,a05,a07
9581,s09581,s09581,s09581
9582,a05|a07,a05,a07
9583,a05,a05,s09583
9584,a05|a14,a05|a14,s09584
9585,a03,a03,s09585
9586,a03,a03,s09586
9587,a01|a05|a14|a16,a01|a05|a14|a16,s09587
9588,s09588,s09588,s09588
9589,s09589,s09589,s09589
9590,a05,a05,s09590
9591,a05|a10|a14|a17,a05|a14|a17,a10
9592,s09592,s09592,s09592
9593,a07,s09593,a07
9594,a05|a11|a24,a05|a11|a24,s09594
9595,s09595,s09595,s09595
9596,a16|a17|a18,a16|a17|a18,s09596
9597,s09597,s09597,s09597
9598,a14|a51,a14,a51
9599,s09599,s09599,s09599
9600,a01|a07|a08,a01,a07|a08
9601,a05|a11|a24,a05|a11|a24,s09601
9602,s09602,s09602,s09602
9603,a14|a41,a14|a41,s09603
9604,a05,a05,s09604
9605,s09605,s09605,s09605
9606,a05|a14,a05|a14,s09606
9607,a05|a34,a05|a34,s09607
9608,a05|a34,a05|a34,s09608
9609,s09609,s09609,s09609
9610,s09610,s09610,s09610
9611,a01|a05,a01|a05,s09611
9612,s09612,s09612,s09612
9613,s09613,s09613,s09613
9614,a05,a05,s09614
9615,s09615,s09615,s09615
9616,a05|a17|a19|a32,a05|a17|a19|a32,s09616
9617,a14,a14,s09617
9618,s09618,s09618,s09618
9619,s09619,s09619,s09619
9620,a01|a05|a19,a01|a05|a19,s09620
9621,a02|a03|a05|a06,a02|a03|a05,a06
9622,a01,a01,s09622
9623,s09623,s09623,s09623
9624,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9625,a05,a05,s09625
9626,s09626,s09626,s09626
9627,a05,a05,s09627
9628,a05,a05,s09628
9629,a01,a01,s09629
9630,a05|a10|a14|a17,a05|a14|a17,a10
9631,a05|a16,a05|a16,s09631
9632,s09632,s09632,s09632
9633,a09|a11,a09|a11,s09633
9634,a05,a05,s09634
9635,a05,a05,s09635
9636,a05|a14,a05|a14,s09636
9637,a05|a14,a05|a14,s09637
9638,s09638,s09638,s09638
9639,a09|a11,a09|a11,s09639
9640,a05|a07,a05,a07
9641,a05|a07,a05,a07
9642,a05,a05,s09642
9643,a02|a03|a05|a06,a02|a03|a05,a06
9644,s09644,s09644,s09644
9645,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9646,s09646,s09646,s09646
9647,a05|a14,a05|a14,s09647
9648,a01|a19,a01|a19,s09648
9649,a05,a05,s09649
9650,a14,a14,s09650
9651,s09651,s09651,s09651
9652,a05|a10|a14|a17,a05|a14|a17,a10
9653,a05|a07,a05,a07
9654,s09654,s09654,s09654
9655,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9656,s09656,s09656,s09656
9657,a05|a07|a10,a05,a07|a10
9658,s09658,s09658,s09658
9659,a05,a05,s09659
9660,a01|a05|a19,a01|a05|a19,s09660
9661,s09661,s09661,s09661
9662,a05|a14|a17|a18|a32,a05|a14|a17|a18|a32,s09662
9663,a14,a14,s09663
9664,a05,a05,s09664
9665,a05|a07|a10,a05,a07|a10
9666,s09666,s09666,s09666
9667,a05,a05,s09667
9668,s09668,s09668,s09668
9669,a01|a05|a07|a14|a16|a23,a01|a05|a14|a16|a23,a07
9670,s09670,s09670,s09670
9671,a05|a10|a14|a17,a05|a14|a17,a10
9672,a05|a07,a05,a07
9673,a05|a07|a10,a05,a07|a10
9674,a05,a05,s09674
9675,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9676,a01,a01,s09676
9677,s09677,s09677,s09677
9678,a07,s09678,a07
9679,a05|a07|a10,a05,a07|a10
9680,s09680,s09680,s09680
9681,s09681,s09681,s09681
9682,a05,a05,s09682
9683,a05|a07,a05,a07
9684,s09684,s09684,s09684
9685,a16|a17|a18,a16|a17|a18,s09685
9686,s09686,s09686,s09686
9687,a01|a07|a13|a25,a01|a13,a07|a25
9688,a05|a14|a16|a17|a21|a34|a41,a05|a14|a16|a17|a21|a34|a41,s09688
9689,s09689,s09689,s09689
9690,s09690,s09690,s09690
9691,s09691,s09691,s09691
9692,s09692,s09692,s09692
9693,a01,a01,s09693
9694,s09694,s09694,s09694
9695,a05|a07|a08|a10|a50,a05|a50,a07|a08|a10
9696,a14,a14,s09696
9697,s09697,s09697,s09697
9698,s09698,s09698,s09698
9699,a07,s09699,a07
9700,a05|a07,a05,a07
9701,a05|a14|a16|a17|a21|a34|a41,a05|a14|a16|a17|a21|a34|a41,s09701
9702,s09702,s09702,s09702
9703,a05,a05,s09703
9704,a05,a05,s09704
9705,a05,a05,s09705
9706,a05|a14|a16|a17|a21|a34|a41,a05|a14|a16|a17|a21|a34|a41,s09706
9707,a12,s09707,a12
9708,a02|a03|a05|a06,a02|a03|a05,a06
9709,s09709,s09709,s09709
9710,a09|a16|a34|a46,a09|a16|a34|a46,s09710
9711,a05,a05,s09711
9712,a07,s09712,a07
9713,a05|a14|a17,a05|a14|a17,s09713
9714,a01,a01,s09714
9715,s09715,s09715,s09715
9716,a05,a05,s09716
9717,a05,a05,s09717
9718,s09718,s09718,s09718
9719,s09719,s09719,s09719
9720,a01|a05,a01|a05,s09720
9721,s09721,s09721,s09721
9722,a14,a14,s09722
9723,s09723,s09723,s09723
9724,a05|a14|a16|a17|a21|a34|a41,a05|a14|a16|a17|a21|a34|a41,s09724
9725,a01,a01,s09725
9726,s09726,s09726,s09726
9727,s09727,s09727,s09727
9728,s09728,s09728,s09728
9729,a14,a14,s09729
9730,s09730,s09730,s09730
9731,a03,a03,s09731
9732,s09732,s09732,s09732
9733,a05,a05,s09733
9734,s09734,s09734,s09734
9735,s09735,s09735,s09735
9736,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9737,a05,a05,s09737
9738,a05|a07,a05,a07
9739,s09739,s09739,s09739
9740,a05,a05,s09740
9741,a05,a05,s09741
9742,a01,a01,s09742
9743,a01|a19,a01|a19,s09743
9744,s09744,s09744,s09744
9745,a05,a05,s09745
9746,s09746,s09746,s09746
9747,a05|a16,a05|a16,s09747
9748,a01,a01,s09748
9749,a07,s09749,a07
9750,a01|a05|a19,a01|a05|a19,s09750
9751,a05|a07|a08|a10|a50,a05|a50,a07|a08|a10
9752,s09752,s09752,s09752
9753,a05|a14|a17,a05|a14|a17,s09753
9754,a05|a07|a10,a05,a07|a10
9755,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9756,a05,a05,s09756
9757,s09757,s09757,s09757
9758,a05|a34,a05|a34,s09758
9759,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9760,a05,a05,s09760
9761,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9762,a07,s09762,a07
9763,a05,a05,s09763
9764,s09764,s09764,s09764
9765,a12,s09765,a12
9766,s09766,s09766,s09766
9767,a01,a01,s09767
9768,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31,a01|a03|a05|a14|a17|a24|a26,a06|a07|a08|a10|a12|a25|a31
9769,s09769,s09769,s09769
9770,a01,a01,s09770
9771,s09771,s09771,s09771
9772,a03,a03,s09772
9773,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9774,s09774,s09774,s09774
9775,s09775,s09775,s09775
9776,s09776,s09776,s09776
9777,a05|a14,a05|a14,s09777
9778,a02|a03|a05|a06,a02|a03|a05,a06
9779,a01|a05|a09|a10,a01|a05|a09,a10
9780,a05|a14|a16|a17|a21|a34|a41,a05|a14|a16|a17|a21|a34|a41,s09780
9781,a05|a14,a05|a14,s09781
9782,a02|a07,a02,a07
9783,a01|a07|a13|a25,a01|a13,a07|a25
9784,s09784,s09784,s09784
9785,a05,a05,s09785
9786,a05|a14|a17,a05|a14|a17,s09786
9787,a05,a05,s09787
9788,a05,a05,s09788
9789,s09789,s09789,s09789
9790,a05,a05,s09790
9791,s09791,s09791,s09791
9792,s09792,s09792,s09792
9793,a01|a19,a01|a19,s09793
9794,a05|a07,a05,a07
9795,a07,s09795,a07
9796,a05|a14|a17|a18|a32,a05|a14|a17|a18|a32,s09796
9797,a05|a14|a17,a05|a14|a17,s09797
9798,a05,a05,s09798
9799,a12,s09799,a12
9800,a05,a05,s09800
9801,s09801,s09801,s09801
9802,a14|a51,a14,a51
9803,a01|a07|a13|a25,a01|a13,a07|a25
9804,s09804,s09804,s09804
9805,s09805,s09805,s09805
9806,s09806,s09806,s09806
9807,a01,a01,s09807
9808,s09808,s09808,s09808
9809,a05|a14,a05|a14,s09809
9810,s09810,s09810,s09810
9811,s09811,s09811,s09811
9812,a05|a14|a16|a17|a21|a34|a41,a05|a14|a16|a17|a21|a34|a41,s09812
9813,a09|a11,a09|a11,s09813
9814,a05|a11|a24,a05|a11|a24,s09814
9815,s09815,s09815,s09815
9816,a07,s09816,a07
9817,a01|a07|a08,a01,a07|a08
9818,a14|a51,a14,a51
9819,s09819,s09819,s09819
9820,a05|a07,a05,a07
9821,s09821,s09821,s09821
9822,a07,s09822,a07
9823,s09823,s09823,s09823
9824,a01,a01,s09824
9825,s09825,s09825,s09825
9826,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9827,s09827,s09827,s09827
9828,a05,a05,s09828
9829,s09829,s09829,s09829
9830,a05|a14,a05|a14,s09830
9831,a05,a05,s09831
9832,s09832,s09832,s09832
9833,a01|a05|a09|a10,a01|a05|a09,a10
9834,a01|a05|a07|a14|a16|a23,a01|a05|a14|a16|a23,a07
9835,a14,a14,s09835
9836,a14|a51,a14,a51
9837,a14,a14,s09837
9838,a16|a17|a18,a16|a17|a18,s09838
9839,a05|a07|a14|a17,a05|a14|a17,a07
9840,a01|a05|a09|a10,a01|a05|a09,a10
9841,a01,a01,s09841
9842,a05,a05,s09842
9843,a05|a07,a05,a07
9844,a05,a05,s09844
9845,a14,a14,s09845
9846,s09846,s09846,s09846
9847,s09847,s09847,s09847
9848,a01|a05|a07|a09|a17|a18|a19|a22|a23,a01|a05|a09|a17|a18|a19|a22|a23,a07
9849,s09849,s09849,s09849
9850,a43,a43,s09850
9851,a14|a41,a14|a41,s09851
9852,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9853,s09853,s09853,s09853
9854,a05|a10|a14|a17,a05|a14|a17,a10
9855,a05|a07|a14|a17,a05|a14|a17,a07
9856,s09856,s09856,s09856
9857,s09857,s09857,s09857
9858,a05,a05,s09858
9859,a01|a05|a06|a07|a08|a09|a40,a01|a05|a09,a06|a07|a08|a40
9860,s09860,s09860,s09860
9861,a05,a05,s09861
9862,s09862,s09862,s09862
9863,a05|a14|a17|a18|a32,a05|a14|a17|a18|a32,s09863
9864,a12,s09864,a12
9865,s09865,s09865,s09865
9866,a02|a07,a02,a07
9867,a01|a05,a01|a05,s09867
9868,a07,s09868,a07
9869,a43,a43,s09869
9870,a02|a03|a05|a06,a02|a03|a05,a06
9871,a01|a05|a09|a10,a01|a05|a09,a10
9872,a01|a05|a19,a01|a05|a19,s09872
9873,a05,a05,s09873
9874,a01|a05|a07|a14|a16|a23,a01|a05|a14|a16|a23,a07
9875,a05,a05,s09875
9876,s09876,s09876,s09876
9877,a05,a05,s09877
9878,s09878,s09878,s09878
9879,s09879,s09879,s09879
9880,s09880,s09880,s09880
9881,a05,a05,s09881
9882,a01|a03|a05|a19|a25,a01|a03|a05|a19,a25
9883,s09883,s09883,s09883
9884,a01,a01,s09884
9885,s09885,s09885,s09885
9886,a05,a05,s09886
9887,a05,a05,s09887
9888,a02|a07,a02,a07
9889,a05,a05,s09889
9890,a07,s09890,a07
9891,a05,a05,s09891
9892,a05|a14|a17,a05|a14|a17,s09892
9893,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31,a01|a03|a05|a14|a17|a24|a26,a06|a07|a08|a10|a12|a25|a31
9894,a14|a51,a14,a51
9895,a05|a14,a05|a14,s09895
9896,a05,a05,s09896
9897,s09897,s09897,s09897
9898,a07,s09898,a07
9899,s09899,s09899,s09899
9900,a01|a19,a01|a19,s09900
9901,a05,a05,s09901
9902,s09902,s09902,s09902
9903,a14,a14,s09903
9904,s09904,s09904,s09904
9905,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31,a01|a03|a05|a14|a17|a24|a26,a06|a07|a08|a10|a12|a25|a31
9906,s09906,s09906,s09906
9907,s09907,s09907,s09907
9908,s09908,s09908,s09908
9909,a01,a01,s09909
9910,a05|a12|a14|a16|a34|a41,a05|a14|a16|a34|a41,a12
9911,a05|a07|a14|a17,a05|a14|a17,a07
9912,a01|a05|a19,a01|a05|a19,s09912
9913,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9914,a01|a19,a01|a19,s09914
9915,a16|a17|a18,a16|a17|a18,s09915
9916,a05|a14|a17,a05|a14|a17,s09916
9917,a05,a05,s09917
9918,a01|a07|a08,a01,a07|a08
9919,a03,a03,s09919
9920,a05,a05,s09920
9921,a05|a07,a05,a07
9922,s09922,s09922,s09922
9923,a05,a05,s09923
9924,a01|a05|a19,a01|a05|a19,s09924
9925,a01|a05|a14,a01|a05|a14,s09925
9926,a01|a07|a08,a01,a07|a08
9927,s09927,s09927,s09927
9928,a05,a05,s09928
9929,a05|a07,a05,a07
9930,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9931,s09931,s09931,s09931
9932,a01|a07|a08,a01,a07|a08
9933,a05,a05,s09933
9934,s09934,s09934,s09934
9935,s09935,s09935,s09935
9936,a05,a05,s09936
9937,a02|a07,a02,a07
9938,a01|a05|a07|a14|a16|a23,a01|a05|a14|a16|a23,a07
9939,a14,a14,s09939
9940,s09940,s09940,s09940
9941,a01|a05|a14,a01|a05|a14,s09941
9942,a05,a05,s09942
9943,a14,a14,s09943
9944,a05|a14,a05|a14,s09944
9945,s09945,s09945,s09945
9946,a05|a14,a05|a14,s09946
9947,a05,a05,s09947
9948,s09948,s09948,s09948
9949,s09949,s09949,s09949
9950,s09950,s09950,s09950
9951,s09951,s09951,s09951
9952,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31,a01|a03|a05|a14|a17|a24|a26,a06|a07|a08|a10|a12|a25|a31
9953,a12,s09953,a12
9954,a05|a17,a05|a17,s09954
9955,a05|a14,a05|a14,s09955
9956,a05,a05,s09956
9957,a05,a05,s09957
9958,a05|a16,a05|a16,s09958
9959,s09959,s09959,s09959
9960,a05|a07,a05,a07
9961,s09961,s09961,s09961
9962,s09962,s09962,s09962
9963,s09963,s09963,s09963
9964,a05|a14,a05|a14,s09964
9965,s09965,s09965,s09965
9966,a16|a17|a18,a16|a17|a18,s09966
9967,a01|a05|a19,a01|a05|a19,s09967
9968,a05,a05,s09968
9969,a05,a05,s09969
9970,s09970,s09970,s09970
9971,a05|a17|a19|a32,a05|a17|a19|a32,s09971
9972,a09|a11,a09|a11,s09972
9973,a05,a05,s09973
9974,a05,a05,s09974
9975,a05|a14|a16|a17|a21|a34|a41,a05|a14|a16|a17|a21|a34|a41,s09975
9976,a05|a14,a05|a14,s09976
9977,a01|a05|a07|a09|a17|a18|a19|a22|a23,a01|a05|a09|a17|a18|a19|a22|a23,a07
9978,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
9979,a01|a05|a07,a01|a05,a07
9980,s09980,s09980,s09980
9981,s09981,s09981,s09981
9982,s09982,s09982,s09982
9983,a05|a16,a05|a16,s09983
9984,a05,a05,s09984
9985,a05|a34,a05|a34,s09985
9986,s09986,s09986,s09986
9987,s09987,s09987,s09987
9988,s09988,s09988,s09988
9989,a01|a05,a01|a05,s09989
9990,s09990,s09990,s09990
9991,s09991,s09991,s09991
9992,a05|a07|a14|a17,a05|a14|a17,a07
9993,s09993,s09993,s09993
9994,a05,a05,s09994
9995,a05,a05,s09995
9996,a01|a05|a07,a01|a05,a07
9997,a05,a05,s09997
9998,a01|a05|a14,a01|a05|a14,s09998
9999,s09999,s09999,s09999
10000,s10000,s10000,s10000
10001,s10001,s10001,s10001
10002,s10002,s10002,s10002
10003,a05|a07,a05,a07
10004,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31,a01|a03|a05|a14|a17|a24|a26,a06|a07|a08|a10|a12|a25|a31
10005,a05,a05,s10005
10006,s10006,s10006,s10006
10007,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31,a01|a03|a05|a14|a17|a24|a26,a06|a07|a08|a10|a12|a25|a31
10008,a05,a05,s10008
10009,s10009,s10009,s10009
10010,a01|a19,a01|a19,s10010
10011,s10011,s10011,s10011
10012,s10012,s10012,s10012
10013,a05|a07,a05,a07
10014,a02|a03|a05|a06,a02|a03|a05,a06
10015,a14|a41,a14|a41,s10015
10016,s10016,s10016,s10016
10017,s10017,s10017,s10017
10018,a05|a11|a24,a05|a11|a24,s10018
10019,a01,a01,s10019
10020,a01,a01,s10020
10021,a07,s10021,a07
10022,s10022,s10022,s10022
10023,a14|a51,a14,a51
10024,s10024,s10024,s10024
10025,a05|a07|a10,a05,a07|a10
10026,a05|a14|a17,a05|a14|a17,s10026
10027,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31,a01|a03|a05|a14|a17|a24|a26,a06|a07|a08|a10|a12|a25|a31
10028,s10028,s10028,s10028
10029,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31,a01|a03|a05|a14|a17|a24|a26,a06|a07|a08|a10|a12|a25|a31
10030,s10030,s10030,s10030
10031,a14,a14,s10031
10032,s10032,s10032,s10032
10033,a01|a05|a09|a10,a01|a05|a09,a10
10034,a01,a01,s10034
10035,a01,a01,s10035
10036,s10036,s10036,s10036
10037,a09|a16|a34|a46,a09|a16|a34|a46,s10037
10038,s10038,s10038,s10038
10039,s10039,s10039,s10039
10040,a05|a10|a14|a17,a05|a14|a17,a10
10041,a03,a03,s10041
10042,s10042,s10042,s10042
10043,a05|a07,a05,a07
10044,a05|a17,a05|a17,s10044
10045,a02|a03|a05|a06,a02|a03|a05,a06
10046,a05|a16,a05|a16,s10046
10047,s10047,s10047,s10047
10048,a09|a11,a09|a11,s10048
10049,a14,a14,s10049
10050,a05|a14|a16|a17|a21|a34|a41,a05|a14|a16|a17|a21|a34|a41,s10050
10051,s10051,s10051,s10051
10052,s10052,s10052,s10052
10053,a14,a14,s10053
10054,s10054,s10054,s10054
10055,s10055,s10055,s10055
10056,a05|a07|a08|a10|a50,a05|a50,a07|a08|a10
10057,s10057,s10057,s10057
10058,a05|a14,a05|a14,s10058
10059,s10059,s10059,s10059
10060,a05|a07,a05,a07
10061,a09|a11,a09|a11,s10061
10062,a01|a05|a09|a10,a01|a05|a09,a10
10063,s10063,s10063,s10063
10064,a01,a01,s10064
10065,s10065,s10065,s10065
10066,a01|a05|a07|a14|a16|a23,a01|a05|a14|a16|a23,a07
10067,s10067,s10067,s10067
10068,a16|a17|a18,a16|a17|a18,s10068
10069,a05,a05,s10069
10070,a07,s10070,a07
10071,a01|a03|a05|a19|a25,a01|a03|a05|a19,a25
10072,a05,a05,s10072
10073,a05,a05,s10073
10074,a05|a34,a05|a34,s10074
10075,a05,a05,s10075
10076,s10076,s10076,s10076
10077,a01,a01,s10077
10078,s10078,s10078,s10078
10079,s10079,s10079,s10079
10080,a05,a05,s10080
10081,a05,a05,s10081
10082,a16|a17|a18,a16|a17|a18,s10082
10083,s10083,s10083,s10083
10084,a05,a05,s10084
10085,a09|a16|a34|a46,a09|a16|a34|a46,s10085
10086,a01|a05|a19,a01|a05|a19,s10086
10087,a05,a05,s10087
10088,a05|a14|a17,a05|a14|a17,s10088
10089,s10089,s10089,s10089
10090,s10090,s10090,s10090
10091,a01|a05|a07|a14|a16|a23,a01|a05|a14|a16|a23,a07
10092,a05|a14,a05|a14,s10092
10093,a14,a14,s10093
10094,a01|a03|a05|a19|a25,a01|a03|a05|a19,a25
10095,s10095,s10095,s10095
10096,a05,a05,s10096
10097,a06|a07|a08|a40,s10097,a06|a07|a08|a40
10098,a01|a05|a09|a10,a01|a05|a09,a10
10099,s10099,s10099,s10099
10100,a01|a05,a01|a05,s10100
10101,a05,a05,s10101
10102,a01,a01,s10102
10103,s10103,s10103,s10103
10104,a01|a05|a14|a16,a01|a05|a14|a16,s10104
10105,a05,a05,s10105
10106,a05,a05,s10106
10107,a01|a07|a08,a01,a07|a08
10108,s10108,s10108,s10108
