egoid,apps_all
4748,s04748
4749,a05
4750,s04750
4751,s04751
4752,s04752
4753,a01|a05|a07|a40
4754,a01|a05|a14
4755,s04755
4756,a01
4757,a05|a10|a14|a17|a21
4758,a09|a11
4759,s04759
4760,a01
4761,a19
4762,s04762
4763,s04763
4764,s04764
4765,a05
4766,a01|a05
4767,a01|a06|a10|a14|a19
4768,a05|a18
4769,a03|a07|a08
4770,s04770
4771,s04771
4772,s04772
4773,a06|a10
4774,s04774
4775,a09|a13
4776,a01
4777,a01|a05|a07
4778,s04778
4779,s04779
4780,s04780
4781,s04781
4782,a07|a08
4783,a21
4784,a01|a05|a18|a19
4785,s04785
4786,a09|a13
4787,s04787
4788,a02
4789,a01
4790,s04790
4791,s04791
4792,s04792
4793,s04793
4794,a01|a05|a17
4795,a07|a08|a10
4796,a01
4797,a01|a05|a07|a10|a11
4798,s04798
4799,s04799
4800,a07
4801,s04801
4802,a01
4803,a05|a10|a14|a17|a21
4804,s04804
4805,a01|a05
4806,s04806
4807,a01
4808,a02
4809,a01
4810,a01|a03|a05|a18
4811,s04811
4812,a07
4813,a11|a24
4814,s04814
4815,a07|a08
4816,s04816
4817,a01|a07|a16
4818,a01|a07
4819,s04819
4820,s04820
4821,a07|a09
4822,s04822
4823,s04823
4824,s04824
4825,s04825
4826,a01|a05|a19
4827,s04827
4828,a05|a14
4829,s04829
4830,a37
4831,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43
4832,s04832
4833,a01
4834,s04834
4835,a01|a05|a18
4836,s04836
4837,s04837
4838,a07
4839,s04839
4840,a21
4841,s04841
4842,a03|a07|a08
4843,a01
4844,s04844
4845,a01|a05
4846,s04846
4847,a03|a07|a08
4848,a08
4849,a01|a07
4850,a01|a43
4851,a01|a05|a07|a10|a11
4852,s04852
4853,s04853
4854,a01|a03|a05|a18
4855,s04855
4856,s04856
4857,s04857
4858,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43
4859,s04859
4860,s04860
4861,a06|a10
4862,a01|a07
4863,s04863
4864,s04864
4865,s04865
4866,a01|a06|a07
4867,a01|a07
4868,a14
4869,a01|a03|a07|a08|a09|a10|a11|a14
4870,a01|a05|a17
4871,s04871
4872,a01
4873,a01|a43
4874,s04874
4875,s04875
4876,a07
4877,s04877
4878,a01|a16|a19
4879,a01|a07
4880,a01|a05|a18
4881,a01|a05|a18
4882,a09|a14|a21
4883,a05
4884,a08|a16
4885,a05|a09|a14
4886,a01
4887,a01|a07
4888,s04888
4889,s04889
4890,s04890
4891,a01
4892,a21
4893,a01
4894,s04894
4895,a01|a37
4896,s04896
4897,s04897
4898,s04898
4899,s04899
4900,s04900
4901,a01|a05|a18|a19
4902,s04902
4903,s04903
4904,a02
4905,a07|a13|a25
4906,s04906
4907,s04907
4908,a05|a09|a14
4909,a01|a05|a07|a19
4910,a01
4911,a07|a10
4912,a01|a05|a07|a09|a19
4913,a01|a05|a07|a40
4914,a01
4915,a01|a05|a10|a19|a25|a34
4916,a01|a05|a18|a19
4917,a01|a05|a18|a21
4918,s04918
4919,a01
4920,s04920
4921,s04921
4922,a01|a07|a10
4923,s04923
4924,s04924
4925,a01|a05|a07|a08
4926,a01|a05|a07|a19|a32
4927,s04927
4928,a37
4929,a05
4930,s04930
4931,a19
4932,s04932
4933,s04933
4934,s04934
4935,a01|a05|a14
4936,a05
4937,s04937
4938,a08|a16
4939,s04939
4940,a01|a05|a12|a14|a16
4941,s04941
4942,a09|a14|a21
4943,s04943
4944,a37
4945,a01|a09
4946,a07|a08
4947,a01|a05|a14
4948,a01|a07|a10|a11|a13
4949,s04949
4950,a11|a24
4951,a01
4952,s04952
4953,a05|a09|a14
4954,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43
4955,s04955
4956,s04956
4957,a07|a09
4958,a09|a13
4959,a37
4960,a01
4961,s04961
4962,a01|a05
4963,s04963
4964,s04964
4965,s04965
4966,a07|a08|a10
4967,a07|a08
4968,s04968
4969,a01|a05|a07|a19
4970,s04970
4971,a19
4972,s04972
4973,a01
4974,s04974
4975,a05
4976,a01|a05|a07|a10|a11
4977,s04977
4978,s04978
4979,a37
4980,s04980
4981,s04981
4982,a01|a05
4983,a01|a05
4984,a01
4985,a01|a07|a10
4986,s04986
4987,s04987
4988,a05
4989,s04989
4990,a01|a05
4991,a05|a18
4992,a06|a10
4993,s04993
4994,a03|a07|a08
4995,a14
4996,a01|a03|a07|a08|a09|a10|a11|a14
4997,a03|a05|a16|a17
4998,s04998
4999,a01|a03|a05|a18
5000,s05000
5001,a01|a05|a19
5002,s05002
5003,s05003
5004,s05004
5005,s05005
5006,a01|a05
5007,a01|a05|a07|a19
5008,s05008
5009,a05
5010,a07|a09
5011,a01|a06|a10|a14|a19
5012,a01|a05
5013,s05013
5014,a07|a08
5015,a09|a11
5016,s05016
5017,s05017
5018,a01|a05
5019,a01
5020,s05020
5021,s05021
5022,a01
5023,s05023
5024,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43
5025,a05|a14
5026,a01|a07
5027,a01|a07
5028,s05028
5029,a01|a05
5030,a07
5031,s05031
5032,s05032
5033,s05033
5034,s05034
5035,s05035
5036,s05036
5037,a05
5038,s05038
5039,a08
5040,a01|a06|a07
5041,a01|a07|a16
5042,a07|a09|a10|a13
5043,s05043
5044,s05044
5045,s05045
5046,a07|a08|a09|a10
5047,s05047
5048,a19
5049,a05
5050,a07|a08|a10
5051,s05051
5052,a01|a07|a10
5053,s05053
5054,a01|a05|a17
5055,s05055
5056,a01|a05
5057,a06|a10
5058,s05058
5059,a03|a05|a16|a17
5060,a01|a05|a18
5061,a07|a08
5062,a01|a05|a07|a10|a11
5063,a01|a07|a25
5064,s05064
5065,a08
5066,s05066
5067,s05067
5068,a01|a05
5069,s05069
5070,a01|a09
5071,a01|a05|a10|a19|a25|a34
5072,a01
5073,s05073
5074,s05074
5075,a11|a24
5076,s05076
5077,s05077
5078,a07
5079,a01|a07
5080,s05080
5081,a01|a05|a14
5082,s05082
5083,s05083
5084,a07|a08
5085,a01
5086,a01|a07|a10
5087,a01
5088,a07|a08
5089,a01|a07|a10
5090,a01
5091,a01|a05|a07|a19|a32
5092,s05092
5093,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43
5094,s05094
5095,s05095
5096,a01
5097,a06|a10
5098,a07
5099,a09|a11|a37|a43
5100,s05100
5101,s05101
5102,s05102
5103,a01|a05|a08|a11|a12|a13|a14
5104,a01|a05|a07|a19|a32
5105,a11|a24
5106,a01|a07|a08|a09|a10|a11|a13
5107,s05107
5108,s05108
5109,s05109
5110,a07|a09
5111,a01|a06|a07
5112,s05112
5113,a01|a05|a07
5114,s05114
5115,a01|a05|a07
5116,s05116
5117,s05117
5118,a01
5119,s05119
5120,s05120
5121,a01|a05|a12|a14|a16
5122,s05122
5123,a07|a08|a10
5124,a07|a08
5125,s05125
5126,a01|a05
5127,a05
5128,s05128
5129,a01|a05
5130,s05130
5131,a01|a05|a14
5132,a05|a11
5133,a03|a05|a16|a17
5134,s05134
5135,a05|a09|a14
5136,a01|a07
5137,a05|a10|a14|a17|a21
5138,s05138
5139,a01
5140,s05140
5141,a05
5142,a01|a05|a18|a21
5143,s05143
5144,s05144
5145,a01|a07
5146,a07|a08
5147,a01|a05|a07|a19
5148,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43
5149,s05149
5150,a05
5151,a01|a05|a07|a19
5152,a01|a05
5153,a19
5154,a01|a05|a07|a19
5155,s05155
5156,a21
5157,s05157
5158,s05158
5159,a21
5160,s05160
5161,s05161
5162,a01|a07
5163,a08
5164,s05164
5165,a07|a08
5166,s05166
5167,a01|a05|a14
5168,a09|a14|a21
5169,a09|a14|a21
5170,a01|a07|a08|a09|a10|a11|a13
5171,a05
5172,a01|a05
5173,a01|a07
5174,a01|a05|a07|a40
5175,s05175
5176,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43
5177,a14
5178,a07|a08
5179,a01|a05|a14
5180,a01
5181,s05181
5182,s05182
5183,a09
5184,a09
5185,s05185
5186,a01
5187,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43
5188,a01|a05
5189,a05
5190,a01|a05
5191,a07|a13|a25
5192,a01|a03|a05|a18
5193,s05193
5194,s05194
5195,s05195
5196,a07|a13|a25
5197,a01|a06|a10|a14|a19
5198,a01|a06|a07|a08|a10
5199,s05199
5200,a01|a05|a07|a09|a19
5201,a01|a05|a07|a10
5202,s05202
5203,s05203
5204,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43
5205,s05205
5206,a01|a07|a25
5207,a01|a05|a07|a19
5208,a01
5209,s05209
5210,a09|a14|a21
5211,s05211
5212,s05212
5213,a05
5214,a01|a07|a10|a11|a13
5215,a01
5216,s05216
5217,s05217
5218,a01|a05|a07|a08|a10
5219,a01|a07
5220,a01|a05
5221,a01
5222,a01|a07
5223,a01|a07|a08|a09|a10|a11|a13
5224,a01
5225,a01
5226,a01|a05
5227,a01|a05|a19
5228,a01
5229,a01|a07|a10
5230,a01|a05|a07|a40
5231,a07|a09|a10|a13
5232,a05
5233,a01
5234,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43
5235,a07
5236,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43
5237,s05237
5238,s05238
5239,s05239
5240,s05240
5241,a07|a09
5242,a08|a16
5243,a09
5244,a07
5245,a08|a16
5246,s05246
5247,a05|a18
5248,a01
5249,a01|a05|a18|a21
5250,a01|a03|a05|a18
5251,s05251
5252,a07
5253,a07|a09|a10|a13
5254,a07
5255,a01|a05
5256,a05
5257,a01
5258,a01
5259,a01|a43
5260,s05260
5261,a07|a08|a10
5262,a05
5263,a01|a06|a10|a14|a19
5264,a03|a05|a16|a17
5265,s05265
5266,a01
5267,s05267
5268,s05268
5269,a01|a05|a07|a10
5270,a07
5271,s05271
5272,s05272
5273,s05273
5274,a07|a09|a10|a13
5275,s05275
5276,s05276
5277,s05277
5278,a01|a05|a07|a08
5279,a01
5280,s05280
5281,s05281
5282,a01|a05|a07|a19
5283,s05283
5284,a05
5285,s05285
5286,a01|a09
5287,s05287
5288,s05288
5289,s05289
5290,a01|a05|a07|a10|a11
5291,s05291
5292,s05292
5293,s05293
5294,s05294
5295,s05295
5296,s05296
5297,a01|a37
5298,s05298
5299,s05299
5300,a09|a11
5301,a05|a14
5302,a01
5303,a01
5304,a05|a18
5305,s05305
5306,a01|a07
5307,a05
5308,s05308
5309,a01|a16|a19
5310,a01|a06|a10|a14|a19
5311,s05311
5312,a14
5313,a01|a07
5314,s05314
5315,s05315
5316,a01|a05|a14
5317,s05317
5318,s05318
5319,a01|a05|a14
5320,a07|a09
5321,a07|a13|a25
5322,a07|a08|a09|a10
5323,s05323
5324,a01|a05|a19
5325,s05325
5326,s05326
5327,a05|a18
5328,a05
5329,a01
5330,a05|a11
5331,s05331
5332,s05332
5333,s05333
5334,a01|a05|a08|a11|a12|a13|a14
5335,s05335
5336,a01
5337,a01
5338,a01
5339,s05339
5340,s05340
5341,s05341
5342,a01|a05
5343,a01
5344,s05344
5345,s05345
5346,s05346
5347,a01|a05|a07|a40
5348,a09|a13
5349,a05
5350,a01|a05
5351,s05351
5352,a07|a10
5353,s05353
5354,s05354
5355,s05355
5356,s05356
5357,s05357
5358,s05358
5359,s05359
5360,a05
5361,s05361
5362,s05362
5363,a01|a05|a07|a40
5364,a01|a05|a07|a40
5365,s05365
5366,s05366
5367,s05367
5368,s05368
5369,s05369
5370,a05|a18
5371,a09|a14|a21
5372,a07|a09
5373,s05373
5374,s05374
5375,a07|a09
5376,a01
5377,a01|a05|a07|a19|a32
5378,a06|a10
5379,s05379
5380,a01
5381,a09|a11
5382,s05382
5383,s05383
5384,s05384
5385,s05385
5386,s05386
5387,a01|a05|a14
5388,a01|a05|a08|a11|a12|a13|a14
5389,a11|a24
5390,a01
5391,a01|a05|a10|a19|a25|a34
5392,s05392
5393,a01|a05|a17
5394,a01|a05|a07|a19
5395,s05395
5396,a37
5397,a01
5398,a07
5399,s05399
5400,a01|a07
5401,s05401
5402,s05402
5403,s05403
5404,a01|a06|a10|a14|a19
5405,s05405
5406,a03|a07|a08
5407,s05407
5408,s05408
5409,a01|a09
5410,a01|a05
5411,a01|a05|a07|a10|a11
5412,s05412
5413,a01
5414,s05414
5415,s05415
5416,a01|a06|a07|a08|a10
5417,a01|a07
5418,s05418
5419,a07|a08
5420,a01|a05|a07|a09|a19
5421,a07|a08|a10
5422,a01|a05|a07|a19
5423,s05423
5424,s05424
5425,s05425
5426,s05426
5427,s05427
5428,a01
5429,a01|a05|a07|a08|a10
5430,a01|a06|a10|a14|a19
5431,a01|a07|a10|a11|a13
5432,s05432
5433,s05433
5434,a01|a03|a05|a18
5435,a01|a05|a14
5436,a01|a05
5437,s05437
5438,a07
5439,a01|a03|a07|a08|a09|a10|a11|a14
5440,a01
5441,a01|a05
5442,s05442
5443,s05443
5444,a01|a07|a25
5445,a01|a05|a17
5446,a07|a09
5447,a01|a05|a17
5448,a01|a05|a08|a11|a12|a13|a14
5449,s05449
5450,a01|a07
5451,s05451
5452,s05452
5453,a09|a11|a37|a43
5454,a01
5455,a01
5456,s05456
5457,s05457
5458,s05458
5459,s05459
5460,s05460
5461,a11|a24
5462,s05462
5463,s05463
5464,a01
5465,a19
5466,a01|a05|a19
5467,s05467
5468,a07|a13|a25
5469,a09|a11
5470,s05470
5471,a01|a07
5472,a01
5473,a01|a05
5474,s05474
5475,s05475
5476,a05
5477,a01|a05|a07|a19|a32
5478,s05478
5479,a01|a05|a14
5480,a11|a24
5481,a01|a43
5482,s05482
5483,a07|a09
5484,s05484
5485,a06|a10
5486,s05486
5487,s05487
5488,s05488
5489,s05489
5490,s05490
5491,s05491
5492,a01|a05|a12|a14|a16
5493,s05493
5494,a01|a05|a12|a14|a16
5495,s05495
5496,a01|a06|a07|a08|a10
5497,a01|a05|a08|a11|a12|a13|a14
5498,a37
5499,s05499
5500,s05500
5501,s05501
5502,a01|a05
5503,a05|a10|a14|a17|a21
5504,a01
5505,a01|a05|a07|a40
5506,s05506
5507,s05507
5508,s05508
5509,s05509
5510,s05510
5511,a01|a05
5512,a01|a05|a07|a19
5513,a05
5514,s05514
5515,s05515
5516,a01|a07
5517,s05517
5518,s05518
5519,s05519
5520,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43
5521,a01|a06|a07|a08|a10
5522,a07|a09
5523,a01|a05|a07|a08
5524,s05524
5525,s05525
5526,a08|a16
5527,a08
5528,s05528
5529,s05529
5530,a03|a07|a08
5531,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43
5532,a07
5533,s05533
5534,a09|a13
5535,a05
5536,a01|a05|a07|a19
5537,a01|a16|a19
5538,s05538
5539,s05539
5540,s05540
5541,a01
5542,a09|a13
5543,a01
5544,a11|a24
5545,s05545
5546,a01|a05|a08|a11|a12|a13|a14
5547,a01|a06|a07
5548,a07|a13|a25
5549,a07|a08
5550,a01|a07
5551,a03|a07|a08
5552,s05552
5553,a07|a08
5554,a01
5555,a01|a05|a19
5556,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43
5557,a03|a07|a08
5558,a01|a05|a07|a19
5559,s05559
5560,s05560
5561,a01|a05|a07|a09|a19
5562,a01|a07|a25
5563,a05|a14
5564,a01
5565,a01
5566,a01
5567,a07|a08|a10
5568,a01
5569,s05569
5570,s05570
5571,s05571
5572,a01
5573,a01
5574,s05574
5575,a01
5576,a01
5577,s05577
5578,s05578
5579,a01|a37
5580,a01
5581,a01|a06|a10|a14|a19
5582,a09|a11|a37|a43
5583,a05
5584,s05584
5585,a25
5586,a01|a09
5587,s05587
5588,s05588
5589,a21
5590,s05590
5591,a01|a05|a07|a19
5592,s05592
5593,a01|a07|a08|a09|a10|a11|a13
5594,a05|a14
5595,s05595
5596,a01|a05
5597,a07|a09
5598,s05598
5599,s05599
5600,a11|a24
5601,a01|a05
5602,a37
5603,a01|a05|a12|a14|a16
5604,a01|a05
5605,a01|a05|a07|a19
5606,s05606
5607,s05607
5608,a01|a05
5609,a01|a05|a07|a40
5610,a01|a07|a10
5611,a01|a05|a14
5612,a01|a07|a16
5613,s05613
5614,a01|a43
5615,s05615
5616,a06|a10
5617,a05|a11
5618,a01
5619,s05619
5620,a07|a09|a10|a13
5621,s05621
5622,s05622
5623,a01|a05|a08|a11|a12|a13|a14
5624,s05624
5625,s05625
5626,s05626
5627,s05627
5628,s05628
5629,a07|a09|a10|a13
5630,a01|a03|a07|a08|a09|a10|a11|a14
5631,a08
5632,s05632
5633,s05633
5634,a05
5635,s05635
5636,s05636
5637,a01|a06|a07
5638,s05638
5639,s05639
5640,s05640
5641,s05641
5642,a14
5643,a01|a03|a07|a08|a09|a10|a11|a14
5644,s05644
5645,s05645
5646,s05646
5647,a01
5648,a03|a05|a16|a17
5649,a07|a08|a10
5650,s05650
5651,a01|a05
5652,s05652
5653,a01
5654,a01
5655,a05|a18
5656,s05656
5657,a01|a05|a17
5658,a01|a37
5659,a01|a06|a07
5660,a07|a09
5661,a01
5662,s05662
5663,a08|a16
5664,s05664
5665,a21
5666,s05666
5667,s05667
5668,a01|a05|a07|a19
5669,s05669
5670,s05670
5671,s05671
5672,s05672
5673,a03|a07|a08
5674,a19
5675,a09
5676,a01|a05
5677,s05677
5678,a01
5679,s05679
5680,a25
5681,a06|a10
5682,a07|a08
5683,a01|a16|a19
5684,a01|a05|a07|a40
5685,s05685
5686,a07|a13|a25
5687,s05687
5688,a01|a07
5689,a14
5690,a01|a05|a10|a19|a25|a34
5691,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43
5692,a05|a11
5693,a05|a18
5694,a01|a05|a07|a40
5695,a01|a09
5696,s05696
5697,s05697
5698,a01
5699,a01|a05|a17
5700,a07|a09
5701,a37
5702,a01|a05
5703,a07|a08
5704,a01|a06|a07|a08|a10
5705,a01|a05|a10|a19|a25|a34
5706,a01|a05|a08|a11|a12|a13|a14
5707,s05707
5708,s05708
5709,s05709
5710,a01
5711,a07
5712,s05712
5713,s05713
5714,a01|a05|a08|a11|a12|a13|a14
5715,a05
5716,a09|a11
5717,a05|a11
5718,a01
5719,a07|a09
5720,a01
5721,s05721
5722,s05722
5723,a01|a05
5724,s05724
5725,a01|a05|a07|a08
5726,a06|a10
5727,a01
5728,s05728
5729,s05729
5730,a08
5731,a01|a05|a18|a19
5732,s05732
5733,a19
5734,a01|a09
5735,s05735
5736,a07|a09
5737,a01|a05|a07|a10
5738,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43
5739,a07|a08
5740,a01|a05|a07|a10
5741,s05741
5742,a01|a05|a14
5743,s05743
5744,a01|a03|a07|a08|a09|a10|a11|a14
5745,s05745
5746,a01
5747,a01|a03|a05|a18
5748,a01|a07|a08|a09|a10|a11|a13
5749,s05749
5750,a07|a08|a09|a10
5751,a01|a05|a18|a21
5752,a01|a05|a14
5753,s05753
5754,s05754
5755,s05755
5756,s05756
5757,s05757
5758,a07|a08|a09|a10
5759,a05|a09|a14
5760,a01
5761,a01|a07|a08|a09|a10|a11|a13
5762,s05762
5763,a01
5764,a01
5765,a01|a05
5766,s05766
5767,s05767
5768,a01|a05|a07|a19
5769,a01|a05|a07
5770,a01|a05|a08|a11|a12|a13|a14
5771,a01|a05|a19
5772,s05772
5773,s05773
5774,a01
5775,a09|a13
5776,a19
5777,s05777
5778,a01|a07
5779,s05779
5780,a01|a05|a07|a19
5781,s05781
5782,s05782
5783,s05783
5784,a09|a11
5785,a01|a16|a19
5786,a01
5787,s05787
5788,s05788
5789,a01|a05|a07
5790,s05790
5791,a05|a11
5792,s05792
5793,a05
5794,a07
5795,a01|a03|a07|a08|a09|a10|a11|a14
5796,s05796
5797,a01|a05|a17
5798,a01|a05|a18
5799,a01
5800,s05800
5801,a01|a05|a18
5802,s05802
5803,s05803
5804,a01|a06|a07|a08|a10
5805,a07|a09|a10|a13
5806,a01|a06|a07
5807,a01|a05|a12|a14|a16
5808,s05808
5809,s05809
5810,a01
5811,a01|a05
5812,a01
5813,a05|a11
5814,a01|a07
5815,a07|a08
5816,a37
5817,a05
5818,s05818
5819,a01
5820,s05820
5821,s05821
5822,a01|a07
5823,s05823
5824,s05824
5825,s05825
5826,a05
5827,s05827
5828,s05828
5829,s05829
5830,a01|a05|a07|a08|a10
5831,a01|a05|a07|a08
5832,a07|a09
5833,s05833
5834,a05|a09|a14
5835,s05835
5836,s05836
5837,s05837
5838,a01|a09
5839,a05
5840,a01
5841,a01|a05
5842,s05842
5843,a01|a05|a07
5844,s05844
5845,s05845
5846,s05846
5847,s05847
5848,a02
5849,a01|a05|a18
5850,a01|a05|a19
5851,s05851
5852,s05852
5853,a01|a07
5854,a01
5855,s05855
5856,a01|a03|a07|a08|a09|a10|a11|a14
5857,a01|a05
5858,a01|a05|a07|a08
5859,a05|a18
5860,a01|a05
5861,s05861
5862,s05862
5863,a01|a05
5864,a01|a05|a07|a08|a10
5865,a01|a03|a05|a18
5866,s05866
5867,a01|a05
5868,a01|a09
5869,a37
5870,a01
5871,s05871
5872,s05872
5873,s05873
5874,s05874
5875,a01|a06|a07
5876,s05876
5877,a01
5878,a01|a03|a05|a18
5879,a01
5880,a01
5881,a05
5882,a11|a24
5883,s05883
5884,s05884
5885,s05885
5886,a01
5887,a01|a07|a16
5888,a01|a05|a07|a19
5889,a07|a08
5890,a01|a06|a07|a08|a10
5891,s05891
5892,s05892
5893,s05893
5894,s05894
5895,a05
5896,s05896
5897,s05897
5898,a01|a09
5899,s05899
5900,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43
5901,s05901
5902,a08
5903,s05903
5904,s05904
5905,s05905
5906,s05906
5907,a01|a05|a12|a14|a16
5908,a08|a16
5909,s05909
5910,s05910
5911,a05|a14
5912,a01|a07|a10|a11|a13
5913,s05913
5914,s05914
5915,a03|a07|a08
5916,a01|a03|a07|a08|a09|a10|a11|a14
5917,s05917
5918,a01|a07
5919,a19
5920,a05|a18
5921,s05921
5922,a08
5923,a07|a08|a10
5924,s05924
5925,a07|a08
5926,a01
5927,a01|a05|a17
5928,a09
5929,a01
5930,a01|a05|a14
5931,a01|a05|a18
5932,s05932
5933,s05933
5934,a01
5935,a01|a05|a18|a19
5936,a01
5937,a01
5938,a01|a07
5939,a07|a08|a09|a10
5940,s05940
5941,s05941
5942,s05942
5943,a07|a08
5944,s05944
5945,s05945
5946,s05946
5947,a01|a07
5948,a09|a11
5949,a01
5950,s05950
5951,s05951
5952,a03|a05|a16|a17
5953,s05953
5954,a07|a08
5955,a01
5956,a01|a05|a18
5957,s05957
5958,a06|a10
5959,a01|a05
5960,a03|a05|a16|a17
5961,s05961
5962,s05962
5963,a01|a05|a19
5964,s05964
5965,a01|a09
5966,a01
5967,a03|a07|a08
5968,a07|a08
5969,s05969
5970,s05970
5971,s05971
5972,a01|a05
5973,a07
5974,a01|a05|a07|a40
5975,s05975
5976,a02
5977,s05977
5978,s05978
5979,s05979
5980,a19
5981,a05|a11
5982,s05982
5983,a01|a05
5984,s05984
5985,a07|a09
5986,a07|a09
5987,a01
5988,s05988
5989,s05989
5990,s05990
5991,s05991
5992,a07|a10
5993,a05
5994,s05994
5995,s05995
5996,a01|a05|a10|a19|a25|a34
5997,a01|a03|a07|a08|a09|a10|a11|a14
5998,a07
5999,a25
6000,a01|a05|a14
6001,a01|a05
6002,a01
6003,a21
6004,s06004
6005,s06005
6006,a01
6007,a01|a03|a07|a08|a09|a10|a11|a14
6008,s06008
6009,s06009
6010,a01
6011,a08|a16
6012,s06012
6013,s06013
6014,s06014
6015,a01|a03|a07|a08|a09|a10|a11|a14
6016,a01|a05|a07
6017,s06017
6018,s06018
6019,s06019
6020,s06020
6021,s06021
6022,a07|a09
6023,a05
6024,s06024
6025,a07|a10
6026,s06026
6027,s06027
6028,a21
6029,s06029
6030,s06030
6031,s06031
6032,s06032
6033,s06033
6034,a05
6035,a07
6036,s06036
6037,a05|a11
6038,s06038
6039,a01|a06|a07|a08|a10
6040,a19
6041,a01
6042,s06042
6043,s06043
6044,s06044
6045,s06045
6046,a02
6047,a01|a05|a18|a19
6048,s06048
6049,s06049
6050,s06050
6051,a21
6052,a07
6053,a01|a05
6054,a01|a05|a08|a11|a12|a13|a14
6055,s06055
6056,a01|a05|a07|a19|a32
6057,a19
6058,s06058
6059,s06059
6060,a05|a10|a14|a17|a21
6061,a01
6062,a19
6063,a07|a10
6064,s06064
6065,s06065
6066,a01|a06|a07
6067,a01|a03|a07|a08|a09|a10|a11|a14
6068,a01|a07|a25
6069,s06069
6070,a01|a05|a14
6071,a01|a16|a19
6072,s06072
6073,a01|a05|a18|a19
6074,a01
6075,s06075
6076,s06076
6077,a02
6078,s06078
6079,a01|a07|a16
6080,a02
6081,s06081
6082,s06082
6083,a05
6084,s06084
6085,a01|a06|a07
6086,s06086
6087,a01|a07
6088,a05
6089,s06089
6090,a01|a05
6091,s06091
6092,a05
6093,a01
6094,s06094
6095,a01|a03|a07|a08|a09|a10|a11|a14
6096,a05
6097,a14
6098,a01|a05|a07|a19
6099,s06099
6100,s06100
6101,a05|a14
6102,a01|a05
6103,a01|a43
6104,s06104
6105,a01|a05
6106,s06106
6107,a19
6108,a09
6109,s06109
6110,s06110
6111,s06111
6112,s06112
6113,a01|a07|a08|a09|a10|a11|a13
6114,a05
6115,a37
6116,a01
6117,a07
6118,a07|a08
6119,a03|a05|a16|a17
6120,a07|a08|a10
6121,a01
6122,a01
6123,a01
6124,s06124
6125,s06125
6126,a07|a08
6127,a14
6128,s06128
6129,a06|a10
6130,s06130
6131,s06131
6132,a01
6133,s06133
6134,a01|a09
6135,a07|a08|a10
6136,a01|a05|a07|a08
6137,a07|a13|a25
6138,a01|a05|a18|a19
6139,a05|a18
6140,s06140
6141,a07|a08
6142,s06142
6143,s06143
6144,a01|a05|a14
6145,s06145
6146,a01|a06|a10|a14|a19
6147,a01
6148,a01
6149,a01|a05
6150,s06150
6151,s06151
6152,a01|a05|a18|a19
6153,a01|a05|a07
6154,a09|a11|a37|a43
6155,a01|a05|a07|a10|a11
6156,a09
6157,s06157
6158,a01|a37
6159,a07|a13|a25
6160,s06160
6161,a01|a05|a14
6162,a07
6163,a07|a09|a10|a13
6164,a05
6165,a01|a05|a17
6166,s06166
6167,a07|a09
6168,s06168
6169,a05
6170,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43
6171,s06171
6172,s06172
6173,a01|a05|a07|a19|a32
6174,a01|a09
6175,s06175
6176,s06176
6177,s06177
6178,a01|a07
6179,a01
6180,s06180
6181,a11|a24
6182,s06182
6183,s06183
6184,a19
6185,s06185
6186,s06186
6187,a01
6188,s06188
6189,a01|a43
6190,a14
6191,s06191
6192,s06192
6193,a07
6194,a01
6195,a01|a05
6196,s06196
6197,s06197
6198,s06198
6199,s06199
6200,s06200
6201,s06201
6202,a19
6203,a01|a05|a07|a10|a11
6204,a01|a09
6205,a01|a05|a19
6206,s06206
6207,s06207
6208,s06208
6209,a07|a13|a25
6210,s06210
6211,a01|a06|a07|a08|a10
6212,s06212
6213,s06213
6214,s06214
6215,s06215
6216,a01|a07|a16
6217,s06217
6218,s06218
6219,a01|a05|a18|a21
6220,a01|a05|a19
6221,s06221
6222,s06222
6223,a01
6224,a01|a07
6225,s06225
6226,a01|a09
6227,a01|a05
6228,a07|a08|a09|a10
6229,s06229
6230,s06230
6231,a05|a11
6232,s06232
6233,s06233
6234,a07|a09
6235,a01|a05|a07|a19|a32
6236,s06236
6237,s06237
6238,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43
6239,a19
6240,s06240
6241,s06241
6242,a01|a06|a07|a08|a10
6243,a01|a07|a10
6244,a01|a05
6245,a09|a11|a37|a43
6246,s06246
