egoid,venues_all,venues_dating,venues_nondating
9094,v0958,v0958,s09094
9095,v0389|v0567,s09095,v0389|v0567
9096,v0255|v0890,v0255|v0890,s09096
9097,v0167,s09097,v0167
9098,v0221|v0266|v0391|v0665,s09098,v0221|v0266|v0391|v0665
9099,v0274|v0311|v0449|v1228,s09099,v0274|v0311|v0449|v1228
9100,v0958,v0958,s09100
9101,v0087|v0479|v0813|v0974,v0479|v0974,v0087|v0813
9102,v0087,s09102,v0087
9103,v0665,s09103,v0665
9104,v1189,s09104,v1189
9105,v0831,s09105,v0831
9106,s09106,s09106,s09106
9107,s09107,s09107,s09107
9108,v0050,s09108,v0050
9109,v0270|v0277|v0661,s09109,v0270|v0277|v0661
9110,v0384,s09110,v0384
9111,v0996|v1213,s09111,v0996|v1213
9112,v0665|v0975|v1055,v0975,v0665|v1055
9113,v0119|v0851|v0859,v0859,v0119|v0851
9114,v0117,s09114,v0117
9115,v0165|v0327|v0388|v0687|v0811,v0811,v0165|v0327|v0388|v0687
9116,v0255|v0993,v0255|v0993,s09116
9117,s09117,s09117,s09117
9118,v0390|v0992,v0992,v0390
9119,v0375|v0560|v0955|v0961|v0993|v0994,v0955|v0961|v0993|v0994,v0375|v0560
9120,v0221|v0599|v0974|v0992|v0993|v0994|v1110,v0974|v0992|v0993|v0994,v0221|v0599|v1110
9121,v0992,v0992,s09121
9122,v0050|v0992,v0992,v0050
9123,v0998|v1110,v0998,v1110
9124,v0312,s09124,v0312
9125,v0321|v0992,v0992,v0321
9126,v0050,s09126,v0050
9127,v0128|v0728,s09127,v0128|v0728
9128,v0050|v0111,s09128,v0050|v0111
9129,v0128|v0231|v1111|v1116,s09129,v0128|v0231|v1111|v1116
9130,v0384,s09130,v0384
9131,v0764,v0764,s09131
9132,v0964,s09132,v0964
9133,v0366,v0366,s09133
9134,v0887|v0900,v0887|v0900,s09134
9135,v0992,v0992,s09135
9136,v0887,v0887,s09136
9137,v0050|v0992,v0992,v0050
9138,v0223|v0464|v0481|v0576,s09138,v0223|v0464|v0481|v0576
9139,v0859|v0958|v0993|v0998,v0859|v0958|v0993|v0998,s09139
9140,v0251|v0958,v0958,v0251
9141,v0117,s09141,v0117
9142,v0764|v0955|v0992,v0764|v0955|v0992,s09142
9143,v0731,s09143,v0731
9144,v0039|v0321,s09144,v0039|v0321
9145,v0378|v0388|v0389|v0545|v0550|v0881|v0979|v1141,v0378|v0550|v0979,v0388|v0389|v0545|v0881|v1141
9146,s09146,s09146,s09146
9147,v0927|v0975,v0927|v0975,s09147
9148,s09148,s09148,s09148
9149,v0039|v0992,v0992,v0039
9150,v0469|v0668|v0678,s09150,v0469|v0668|v0678
9151,v0793|v1005,s09151,v0793|v1005
9152,v0050,s09152,v0050
9153,v0430,s09153,v0430
9154,s09154,s09154,s09154
9155,v0050|v0109|v0324,s09155,v0050|v0109|v0324
9156,v0992,v0992,s09156
9157,s09157,s09157,s09157
9158,v0665,s09158,v0665
9159,v0417|v0507,s09159,v0417|v0507
9160,s09160,s09160,s09160
9161,v0430,s09161,v0430
9162,v1182|v1189,s09162,v1182|v1189
9163,v0221|v0665|v0974,v0974,v0221|v0665
9164,v0196|v0975|v0992|v0993|v0994,v0196|v0975|v0992|v0993|v0994,s09164
9165,v0050|v0735,s09165,v0050|v0735
9166,v0042|v0102|v0576|v0923,v0042,v0102|v0576|v0923
9167,v0344|v0429,s09167,v0344|v0429
9168,v0221|v0665,s09168,v0221|v0665
9169,v0128|v0429,s09169,v0128|v0429
9170,v0955|v0958|v0974|v0975|v0993|v0994,v0955|v0958|v0974|v0975|v0993|v0994,s09170
9171,s09171,s09171,s09171
9172,v0395,s09172,v0395
9173,v0312,s09173,v0312
9174,v0128|v0828,s09174,v0128|v0828
9175,v0087|v0653|v0720|v1148,v0653,v0087|v0720|v1148
9176,v0043|v0925,s09176,v0043|v0925
9177,v0274|v0333|v0449|v0492,s09177,v0274|v0333|v0449|v0492
9178,v0993,v0993,s09178
9179,v0255|v0992,v0255|v0992,s09179
9180,v1189,s09180,v1189
9181,v0145,s09181,v0145
9182,v0321|v0992,v0992,v0321
9183,v0039|v0087|v0479|v0992,v0479|v0992,v0039|v0087
9184,s09184,s09184,s09184
9185,v0109|v0464|v0978,s09185,v0109|v0464|v0978
9186,s09186,s09186,s09186
9187,v0049|v0661|v0993,v0993,v0049|v0661
9188,v0212|v0999,s09188,v0212|v0999
9189,v0375|v0673|v0974,v0974,v0375|v0673
9190,v0451|v0481|v0899,s09190,v0451|v0481|v0899
9191,v0974|v0992|v1133,v0974|v0992|v1133,s09191
9192,v0312|v0793,s09192,v0312|v0793
9193,s09193,s09193,s09193
9194,v0772|v0870|v0994,v0772|v0870|v0994,s09194
9195,v0994|v1000,v0994|v1000,s09195
9196,v0221|v0247|v0316|v0338,v0247,v0221|v0316|v0338
9197,v0096|v0489|v0993|v1113,v0096|v0489|v0993,v1113
9198,v0975|v0992,v0975|v0992,s09198
9199,v0049,s09199,v0049
9200,v0153|v0220|v0259|v0731|v0804|v0881|v1178,v0220,v0153|v0259|v0731|v0804|v0881|v1178
9201,v0221|v0665,s09201,v0221|v0665
9202,v0992|v0993|v0994,v0992|v0993|v0994,s09202
9203,s09203,s09203,s09203
9204,v0145|v0176,s09204,v0145|v0176
9205,v0050|v0992,v0992,v0050
9206,v0656,s09206,v0656
9207,v0992|v0993,v0992|v0993,s09207
9208,s09208,s09208,s09208
9209,v0097|v0572|v0960|v0974|v0994,v0974|v0994,v0097|v0572|v0960
9210,s09210,s09210,s09210
9211,v0119|v0840|v0851|v0859|v0872|v0992,v0840|v0859|v0872|v0992,v0119|v0851
9212,v0647|v0731|v0992,v0992,v0647|v0731
9213,v0312|v0793,s09213,v0312|v0793
9214,v0993,v0993,s09214
9215,v0145|v0176|v0974,v0974,v0145|v0176
9216,s09216,s09216,s09216
9217,v0958|v1013,v0958|v1013,s09217
9218,s09218,s09218,s09218
9219,v0087|v0109|v0464|v0958,v0958,v0087|v0109|v0464
9220,v0087|v0653|v0992|v1043,v0653|v0992,v0087|v1043
9221,v0221|v0599|v0667|v0731|v0974|v0992|v0993|v1110,v0974|v0992|v0993,v0221|v0599|v0667|v0731|v1110
9222,v0656,s09222,v0656
9223,v0504,v0504,s09223
9224,v0050|v0431|v0992,v0992,v0050|v0431
9225,v0388,s09225,v0388
9226,v0923,s09226,v0923
9227,v0221|v0793|v0958|v0992|v0993,v0958|v0992|v0993,v0221|v0793
9228,s09228,s09228,s09228
9229,v0176,s09229,v0176
9230,v0027|v0562|v0999|v1110,s09230,v0027|v0562|v0999|v1110
9231,v0689,s09231,v0689
9232,v0096|v0177|v0464,v0096,v0177|v0464
9233,v0998,v0998,s09233
9234,v0651|v1141,s09234,v0651|v1141
9235,s09235,s09235,s09235
9236,v0221|v0391,s09236,v0221|v0391
9237,v0481,s09237,v0481
9238,v0647|v0681|v1110,s09238,v0647|v0681|v1110
9239,v0050,s09239,v0050
9240,v0087|v0114,s09240,v0087|v0114
9241,v0525|v1189,s09241,v0525|v1189
9242,v0039|v0087|v0479|v0998,v0479|v0998,v0039|v0087
9243,s09243,s09243,s09243
9244,v0525|v0536|v0992,v0992,v0525|v0536
9245,v0334|v0390,s09245,v0334|v0390
9246,v0087|v0233,s09246,v0087|v0233
9247,v0958|v0992,v0958|v0992,s09247
9248,s09248,s09248,s09248
9249,v0096|v0656,v0096,v0656
9250,v0195|v0231,s09250,v0195|v0231
9251,v0839,v0839,s09251
9252,s09252,s09252,s09252
9253,v0375|v0620,s09253,v0375|v0620
9254,v0992,v0992,s09254
9255,v0525|v0668|v0678,s09255,v0525|v0668|v0678
9256,v0955,v0955,s09256
9257,v0050,s09257,v0050
9258,v0331|v0828|v0992,v0992,v0331|v0828
9259,v0039|v0917,v0917,v0039
9260,v0096,v0096,s09260
9261,s09261,s09261,s09261
9262,v0050,s09262,v0050
9263,v0274|v0599|v0994|v1110,v0994,v0274|v0599|v1110
9264,v0525|v1189,s09264,v0525|v1189
9265,v0221|v0665,s09265,v0221|v0665
9266,v0119|v0840|v0859|v0993,v0840|v0859|v0993,v0119
9267,v0977|v1114,s09267,v0977|v1114
9268,v0481|v0979,v0979,v0481
9269,s09269,s09269,s09269
9270,s09270,s09270,s09270
9271,v0042|v0429|v0431|v0661,v0042,v0429|v0431|v0661
9272,s09272,s09272,s09272
9273,v0245|v0621,v0245|v0621,s09273
9274,v0145|v0176|v0974|v0993,v0974|v0993,v0145|v0176
9275,v0384|v0996,s09275,v0384|v0996
9276,v0375|v0844,s09276,v0375|v0844
9277,v0507|v1000,v1000,v0507
9278,s09278,s09278,s09278
9279,v0384|v1189,s09279,v0384|v1189
9280,v0061|v0651,s09280,v0061|v0651
9281,s09281,s09281,s09281
9282,v0221|v0958|v1201,v0958|v1201,v0221
9283,s09283,s09283,s09283
9284,v1105|v1125,s09284,v1105|v1125
9285,v0645,s09285,v0645
9286,v0941|v1156,s09286,v0941|v1156
9287,v0687|v0977|v0994|v1043,v0994,v0687|v0977|v1043
9288,s09288,s09288,s09288
9289,s09289,s09289,s09289
9290,s09290,s09290,s09290
9291,v0109,s09291,v0109
9292,v0301|v0346|v0998,v0998,v0301|v0346
9293,v0665,s09293,v0665
9294,s09294,s09294,s09294
9295,v0255,v0255,s09295
9296,s09296,s09296,s09296
9297,v0998,v0998,s09297
9298,s09298,s09298,s09298
9299,v0114|v0525|v0668|v0678,s09299,v0114|v0525|v0668|v0678
9300,s09300,s09300,s09300
9301,s09301,s09301,s09301
9302,v0069|v0321|v0389,s09302,v0069|v0321|v0389
9303,v0975,v0975,s09303
9304,v0050|v0115,v0115,v0050
9305,s09305,s09305,s09305
9306,v0087|v0221|v0720,s09306,v0087|v0221|v0720
9307,v0176,s09307,v0176
9308,v0251|v0436|v0992,v0436|v0992,v0251
9309,v0431|v0665|v1182,s09309,v0431|v0665|v1182
9310,v1189,s09310,v1189
9311,v0102|v0221|v0708|v1179,s09311,v0102|v0221|v0708|v1179
9312,s09312,s09312,s09312
9313,v0900,v0900,s09313
9314,v0321,s09314,v0321
9315,v0050|v0109,s09315,v0050|v0109
9316,v0804|v0974|v0994|v1062,v0974|v0994,v0804|v1062
9317,v0481,s09317,v0481
9318,s09318,s09318,s09318
9319,v0128,s09319,v0128
9320,s09320,s09320,s09320
9321,v0994,v0994,s09321
9322,s09322,s09322,s09322
9323,v0737|v0917,v0917,v0737
9324,v0984|v1216,v0984,v1216
9325,s09325,s09325,s09325
9326,v0049|v0831|v0958|v0961|v0992,v0958|v0961|v0992,v0049|v0831
9327,v0804,s09327,v0804
9328,v0503,s09328,v0503
9329,v0599|v0667|v0974|v0975|v0993|v0994|v1110,v0974|v0975|v0993|v0994,v0599|v0667|v1110
9330,s09330,s09330,s09330
9331,v0481,s09331,v0481
9332,s09332,s09332,s09332
9333,v0960|v0993,v0993,v0960
9334,v0152,s09334,v0152
9335,v0049|v0661|v0993,v0993,v0049|v0661
9336,v0794,s09336,v0794
9337,v0384|v0996,s09337,v0384|v0996
9338,v0039|v0321,s09338,v0039|v0321
9339,v0255|v0599,v0255,v0599
9340,v0331|v0992,v0992,v0331
9341,v0312|v0793,s09341,v0312|v0793
9342,v0603|v0837|v1146,s09342,v0603|v0837|v1146
9343,v0050|v1043|v1136,s09343,v0050|v1043|v1136
9344,s09344,s09344,s09344
9345,v0831|v0900,v0900,v0831
9346,v0119|v0851|v0859|v0974|v1000,v0859|v0974|v1000,v0119|v0851
9347,s09347,s09347,s09347
9348,v0656,s09348,v0656
9349,v0851|v0859|v0958|v0992,v0859|v0958|v0992,v0851
9350,v0675|v0684,v0684,v0675
9351,v0176,s09351,v0176
9352,s09352,s09352,s09352
9353,v0364|v0859|v0958,v0364|v0859|v0958,s09353
9354,v0068|v0527|v0918|v0974,v0527|v0974,v0068|v0918
9355,v0096|v0738|v0974,v0096|v0738|v0974,s09355
9356,v0992|v0998,v0992|v0998,s09356
9357,v0998,v0998,s09357
9358,v0165|v0251|v0327|v1045,s09358,v0165|v0251|v0327|v1045
9359,v0958,v0958,s09359
9360,v0384,s09360,v0384
9361,v0096|v0701,v0096,v0701
9362,v0128|v0992,v0992,v0128
9363,v0993,v0993,s09363
9364,v0995,v0995,s09364
9365,v0993,v0993,s09365
9366,v0312,s09366,v0312
9367,v1000,v1000,s09367
9368,v0970,s09368,v0970
9369,v0049|v0233|v1125|v1213,s09369,v0049|v0233|v1125|v1213
9370,s09370,s09370,s09370
9371,v0049|v0993,v0993,v0049
9372,v0958|v0961,v0958|v0961,s09372
9373,v1110,s09373,v1110
9374,v0050|v0274|v0449|v0959,s09374,v0050|v0274|v0449|v0959
9375,v0645,s09375,v0645
9376,v0068,s09376,v0068
9377,v0221|v0388|v0389|v0422|v0429|v0467|v0550|v0635|v0881,v0550,v0221|v0388|v0389|v0422|v0429|v0467|v0635|v0881
9378,v0468|v0625|v0651,v0625,v0468|v0651
9379,v0651|v1104,s09379,v0651|v1104
9380,s09380,s09380,s09380
9381,s09381,s09381,s09381
9382,v0114|v0338|v0388|v0389|v0505|v0550|v1069,v0505|v0550,v0114|v0338|v0388|v0389|v1069
9383,v0321|v0665,s09383,v0321|v0665
9384,v0301,s09384,v0301
9385,v0119|v0245|v0384|v0665|v0955|v0974|v0992|v1164,v0245|v0955|v0974|v0992,v0119|v0384|v0665|v1164
9386,v0525|v0764|v0955|v0992,v0764|v0955|v0992,v0525
9387,v0312,s09387,v0312
9388,s09388,s09388,s09388
9389,v0050|v0431|v0793|v0975|v0992,v0975|v0992,v0050|v0431|v0793
9390,v0087|v0479|v0813|v0958,v0479|v0958,v0087|v0813
9391,s09391,s09391,s09391
9392,v0165|v0221|v1105,s09392,v0165|v0221|v1105
9393,v0128|v0629,s09393,v0128|v0629
9394,v0142,s09394,v0142
9395,v1043,s09395,v1043
9396,v0430|v0665,s09396,v0430|v0665
9397,v0975|v0992,v0975|v0992,s09397
9398,v0764|v0992,v0764|v0992,s09398
9399,v0245|v0955|v0958|v0975|v0993|v1000,v0245|v0955|v0958|v0975|v0993|v1000,s09399
9400,v0274|v0311|v0669,s09400,v0274|v0311|v0669
9401,v0525|v0955|v0992,v0955|v0992,v0525
9402,v0389|v0804|v0994,v0994,v0389|v0804
9403,v0191|v0975|v0992|v1092,v0191|v0975|v0992|v1092,s09403
9404,v0245|v0958|v0975|v0994|v1000,v0245|v0958|v0975|v0994|v1000,s09404
9405,v0167|v1105,s09405,v0167|v1105
9406,s09406,s09406,s09406
9407,v0958|v0993,v0958|v0993,s09407
9408,v0346|v0958,v0958,v0346
9409,v0346|v0839,v0839,v0346
9410,v0050|v0765|v0992,v0765|v0992,v0050
9411,v0251,s09411,v0251
9412,v0039|v0992,v0992,v0039
9413,v0481,s09413,v0481
9414,v0738,v0738,s09414
9415,v0665,s09415,v0665
9416,v0665,s09416,v0665
9417,v0794,s09417,v0794
9418,v0992,v0992,s09418
9419,v0039|v0992,v0992,v0039
9420,v0388|v0389|v0401|v0405|v0431|v0467|v0665|v0881|v0979,v0979,v0388|v0389|v0401|v0405|v0431|v0467|v0665|v0881
9421,v0167,s09421,v0167
9422,v0035|v0388|v0389|v0545|v0550|v0635|v0851|v0881|v0979,v0550|v0979,v0035|v0388|v0389|v0545|v0635|v0851|v0881
9423,v0251,s09423,v0251
9424,v0984|v1216,v0984,v1216
9425,v0109|v0221|v0599|v0667|v0793|v0974|v0975|v0992|v0993|v0994|v1110,v0974|v0975|v0992|v0993|v0994,v0109|v0221|v0599|v0667|v0793|v1110
9426,s09426,s09426,s09426
9427,v0958|v0974|v0975|v0992,v0958|v0974|v0975|v0992,s09427
9428,v0084|v0315,s09428,v0084|v0315
9429,v0262|v0341|v0399,v0341,v0262|v0399
9430,v0431|v0576|v1189,s09430,v0431|v0576|v1189
9431,v0096|v0993,v0096|v0993,s09431
9432,v0096|v0993|v1113,v0096|v0993,v1113
9433,s09433,s09433,s09433
9434,s09434,s09434,s09434
9435,v0481,s09435,v0481
9436,v0395|v0665,s09436,v0395|v0665
9437,v0191|v0975|v1013,v0191|v0975|v1013,s09437
9438,s09438,s09438,s09438
9439,s09439,s09439,s09439
9440,v0128|v0259|v0959|v1139,s09440,v0128|v0259|v0959|v1139
9441,v0481,s09441,v0481
9442,v0109,s09442,v0109
9443,v0301|v0346,s09443,v0301|v0346
9444,v0301,s09444,v0301
9445,v0863,s09445,v0863
9446,v0251,s09446,v0251
9447,v0431|v1189,s09447,v0431|v1189
9448,s09448,s09448,s09448
9449,s09449,s09449,s09449
9450,s09450,s09450,s09450
9451,s09451,s09451,s09451
9452,v0255,v0255,s09452
9453,s09453,s09453,s09453
9454,v0507|v1000,v1000,v0507
9455,v0050|v1225,s09455,v0050|v1225
9456,v0958|v0992|v0993|v0994,v0958|v0992|v0993|v0994,s09456
9457,v1189,s09457,v1189
9458,v0602|v0625|v0651|v1160,v0625,v0602|v0651|v1160
9459,v0668|v0678|v1043,s09459,v0668|v0678|v1043
9460,v0900|v0992,v0900|v0992,s09460
9461,v0087|v0221|v0599|v0667|v0793|v0974|v0975|v0992|v0993|v1110,v0974|v0975|v0992|v0993,v0087|v0221|v0599|v0667|v0793|v1110
9462,v0665|v0975|v0992|v1043,v0975|v0992,v0665|v1043
9463,v0793|v0958|v0992,v0958|v0992,v0793
9464,v0255,v0255,s09464
9465,v0430|v0665|v1182,s09465,v0430|v0665|v1182
9466,s09466,s09466,s09466
9467,v0255,v0255,s09467
9468,v0176|v0974,v0974,v0176
9469,v0312|v0793,s09469,v0312|v0793
9470,v0923,s09470,v0923
9471,v0221|v0665,s09471,v0221|v0665
9472,v0223|v0960,s09472,v0223|v0960
9473,v0097|v0992,v0992,v0097
9474,s09474,s09474,s09474
9475,v0375|v1199,s09475,v0375|v1199
9476,v0251,s09476,v0251
9477,v0274|v0441|v0449|v0647,s09477,v0274|v0441|v0449|v0647
9478,v0245|v1199,v0245,v1199
9479,v0274|v0302|v0492,s09479,v0274|v0302|v0492
9480,v0312,s09480,v0312
9481,s09481,s09481,s09481
9482,v0311|v0449|v0803,s09482,v0311|v0449|v0803
9483,v0221|v0735|v0867|v0955|v0958|v0961|v0992|v0993,v0955|v0958|v0961|v0992|v0993,v0221|v0735|v0867
9484,v0525|v0542|v0668|v0678,s09484,v0525|v0542|v0668|v0678
9485,v0039|v0321|v0992,v0992,v0039|v0321
9486,v0375|v0620,s09486,v0375|v0620
9487,v0109|v0665,s09487,v0109|v0665
9488,v0220|v0221|v0233|v0259|v0665|v0992|v1140,v0220|v0992,v0221|v0233|v0259|v0665|v1140
9489,v0191|v0762|v0975,v0191|v0762|v0975,s09489
9490,v0653|v0915,v0653,v0915
9491,v0958|v0993,v0958|v0993,s09491
9492,s09492,s09492,s09492
9493,s09493,s09493,s09493
9494,v0399,s09494,v0399
9495,v0049|v0960,s09495,v0049|v0960
9496,v0312,s09496,v0312
9497,v0050|v0731|v0993,v0993,v0050|v0731
9498,v0992,v0992,s09498
9499,v0507,s09499,v0507
9500,v0186,s09500,v0186
9501,v0050|v0245|v0259|v0316|v0338|v0540|v0731|v0992|v0998,v0245|v0992|v0998,v0050|v0259|v0316|v0338|v0540|v0731
9502,v0430|v0665,s09502,v0430|v0665
9503,v0097|v0665|v0994,v0994,v0097|v0665
9504,v0941|v1140,s09504,v0941|v1140
9505,v0648|v0992|v0998,v0648|v0992|v0998,s09505
9506,v0061|v0730|v0974,v0974,v0061|v0730
9507,v0333,s09507,v0333
9508,v0050|v0881|v0993,v0993,v0050|v0881
9509,v0341|v1074|v1164,v0341,v1074|v1164
9510,v0231|v0274|v0449|v0651,s09510,v0231|v0274|v0449|v0651
9511,s09511,s09511,s09511
9512,v0128,s09512,v0128
9513,v0033|v1156,s09513,v0033|v1156
9514,v0804|v0958|v0961|v0993|v0994|v1000,v0958|v0961|v0993|v0994|v1000,v0804
9515,v0783|v0887,v0783|v0887,s09515
9516,s09516,s09516,s09516
9517,s09517,s09517,s09517
9518,v0923,s09518,v0923
9519,s09519,s09519,s09519
9520,v0731|v0958|v0982,v0958,v0731|v0982
9521,v0998,v0998,s09521
9522,s09522,s09522,s09522
9523,s09523,s09523,s09523
9524,v0163|v0222|v0388|v0595,s09524,v0163|v0222|v0388|v0595
9525,v0301|v0346|v0998,v0998,v0301|v0346
9526,v0420|v0480|v0481|v0571|v0572|v0992,v0480|v0992,v0420|v0481|v0571|v0572
9527,v0831,s09527,v0831
9528,v0030,s09528,v0030
9529,v0550,v0550,s09529
9530,v0321,s09530,v0321
9531,v0223|v0658|v1146,s09531,v0223|v0658|v1146
9532,s09532,s09532,s09532
9533,v0050,s09533,v0050
9534,v0035|v0049,s09534,v0035|v0049
9535,s09535,s09535,s09535
9536,v0665,s09536,v0665
9537,s09537,s09537,s09537
9538,v0599|v0992,v0992,v0599
9539,v0096,v0096,s09539
9540,v0312,s09540,v0312
9541,v0176,s09541,v0176
9542,v0576|v1198,s09542,v0576|v1198
9543,v0050,s09543,v0050
9544,v0507,s09544,v0507
9545,v0167|v1105,s09545,v0167|v1105
9546,v0738|v0975,v0738|v0975,s09546
9547,s09547,s09547,s09547
9548,v0665|v0718|v0844|v0975,v0718|v0975,v0665|v0844
9549,v0245|v0647|v0665|v0955|v0974|v1164,v0245|v0955|v0974,v0647|v0665|v1164
9550,v0087|v0290|v0479|v0822,v0479|v0822,v0087|v0290
9551,v0996,s09551,v0996
9552,v0525|v0668|v0678,s09552,v0525|v0668|v0678
9553,v0562|v1110,s09553,v0562|v1110
9554,v0221,s09554,v0221
9555,v0128|v0231,s09555,v0128|v0231
9556,v0087,s09556,v0087
9557,s09557,s09557,s09557
9558,v0399|v0666|v0994|v1199,v0666|v0994,v0399|v1199
9559,v0671|v0959|v1189,s09559,v0671|v0959|v1189
9560,v0069|v0389|v0390,s09560,v0069|v0389|v0390
9561,v0039|v0992,v0992,v0039
9562,v0087|v0358,s09562,v0087|v0358
9563,v0119|v0840|v0851|v0859,v0840|v0859,v0119|v0851
9564,v0665|v0975|v0992|v1055,v0975|v0992,v0665|v1055
9565,v0389|v0532|v1196,s09565,v0389|v0532|v1196
9566,v0665|v0992|v1055,v0992,v0665|v1055
9567,v0459|v1199,s09567,v0459|v1199
9568,s09568,s09568,s09568
9569,v0525|v0764|v0955|v0992,v0764|v0955|v0992,v0525
9570,s09570,s09570,s09570
9571,v0039|v0087|v0813,s09571,v0039|v0087|v0813
9572,v0665,s09572,v0665
9573,v0033,s09573,v0033
9574,v0793,s09574,v0793
9575,v0128|v0992,v0992,v0128
9576,v0481,s09576,v0481
9577,v0128|v0233|v0992,v0992,v0128|v0233
9578,s09578,s09578,s09578
9579,v0599,s09579,v0599
9580,v0050|v0388|v0389|v0467|v0505|v0635|v0881|v0979|v1069,v0505|v0979,v0050|v0388|v0389|v0467|v0635|v0881|v1069
9581,v0030|v0388,s09581,v0030|v0388
9582,v0375|v0388|v0389|v0501|v0545|v0550|v0635|v0979,v0550|v0979,v0375|v0388|v0389|v0501|v0545|v0635
9583,v0891,s09583,v0891
9584,v0436,v0436,s09584
9585,v0043|v0665,s09585,v0043|v0665
9586,v0321|v0793,s09586,v0321|v0793
9587,s09587,s09587,s09587
9588,v0668|v0678|v0975,v0975,v0668|v0678
9589,v0274|v0362|v0429|v0449,s09589,v0274|v0362|v0429|v0449
9590,v0221|v0665|v0961,v0961,v0221|v0665
9591,s09591,s09591,s09591
9592,v0087|v0959|v0974,v0974,v0087|v0959
9593,s09593,s09593,s09593
9594,s09594,s09594,s09594
9595,v1000,v1000,s09595
9596,s09596,s09596,s09596
9597,s09597,s09597,s09597
9598,v0481|v0576,s09598,v0481|v0576
9599,v0464|v0999|v1110,s09599,v0464|v0999|v1110
9600,v0114|v0375|v1005,s09600,v0114|v0375|v1005
9601,v0993,v0993,s09601
9602,s09602,s09602,s09602
9603,v0119|v0642|v0840|v0900|v0974|v0992,v0642|v0840|v0900|v0974|v0992,v0119
9604,v0992,v0992,s09604
9605,v0539|v1137,v0539,v1137
9606,v0050|v0383,s09606,v0050|v0383
9607,v0176|v0221,s09607,v0176|v0221
9608,v1201,v1201,s09608
9609,v0087,s09609,v0087
9610,v0033|v0050,s09610,v0033|v0050
9611,v0245|v0378|v0955|v0958|v0974|v0975|v0992|v0994|v1000,v0245|v0378|v0955|v0958|v0974|v0975|v0992|v0994|v1000,s09611
9612,s09612,s09612,s09612
9613,v0992,v0992,s09613
9614,v0277|v1164,s09614,v0277|v1164
9615,v0087|v0171,s09615,v0087|v0171
9616,v0974|v0992|v0998,v0974|v0992|v0998,s09616
9617,s09617,s09617,s09617
9618,v0128|v0653,v0653,v0128
9619,v0429|v0992,v0992,v0429
9620,v0016|v0109|v0665,s09620,v0016|v0109|v0665
9621,v0063|v0954|v0998,v0063|v0954|v0998,s09621
9622,v0975|v0992,v0975|v0992,s09622
9623,v0050|v0109,s09623,v0050|v0109
9624,v0233|v0893,s09624,v0233|v0893
9625,v0043|v0046|v0251|v0374|v0975,v0975,v0043|v0046|v0251|v0374
9626,v0507,s09626,v0507
9627,v0958,v0958,s09627
9628,v0923,s09628,v0923
9629,v0384,s09629,v0384
9630,s09630,s09630,s09630
9631,v0221|v0259|v0315|v0730|v0975|v0999,v0975,v0221|v0259|v0315|v0730|v0999
9632,v0375|v0525|v0668|v0678,s09632,v0375|v0525|v0668|v0678
9633,v0221|v0710|v0958|v0992|v0993,v0958|v0992|v0993,v0221|v0710
9634,v0312|v0793,s09634,v0312|v0793
9635,v0684|v0772|v0993,v0684|v0772|v0993,s09635
9636,v0620|v0651,s09636,v0620|v0651
9637,v0050|v0195|v0634,s09637,v0050|v0195|v0634
9638,v0145|v0176,s09638,v0145|v0176
9639,v0955|v0958|v0959|v0961|v0993|v0994,v0955|v0958|v0961|v0993|v0994,v0959
9640,v0050|v0293|v0388|v0389|v0405|v0422|v0550|v0881|v0979,v0550|v0979,v0050|v0293|v0388|v0389|v0405|v0422|v0881
9641,v0128,s09641,v0128
9642,v0235|v0602,s09642,v0235|v0602
9643,v0954|v0992|v0998,v0954|v0992|v0998,s09643
9644,v0128|v0891,s09644,v0128|v0891
9645,v0958|v0975|v0992|v0994,v0958|v0975|v0992|v0994,s09645
9646,s09646,s09646,s09646
9647,v0050,s09647,v0050
9648,v0984|v1216,v0984,v1216
9649,s09649,s09649,s09649
9650,v0998,v0998,s09650
9651,s09651,s09651,s09651
9652,s09652,s09652,s09652
9653,v0128|v0992,v0992,v0128
9654,v0992,v0992,s09654
9655,v0087,s09655,v0087
9656,v0312,s09656,v0312
9657,v0665|v0804|v0974|v0994,v0974|v0994,v0665|v0804
9658,v0701,s09658,v0701
9659,v0998,v0998,s09659
9660,v0016|v0109|v0221,s09660,v0016|v0109|v0221
9661,v0389|v0992,v0992,v0389
9662,v0887,v0887,s09662
9663,v0030,s09663,v0030
9664,s09664,s09664,s09664
9665,v0665|v0804|v0974,v0974,v0665|v0804
9666,v0395|v1156,s09666,v0395|v1156
9667,s09667,s09667,s09667
9668,v0145|v0176|v0974,v0974,v0145|v0176
9669,s09669,s09669,s09669
9670,v0389|v0532|v0599|v1196,s09670,v0389|v0532|v0599|v1196
9671,v0665,s09671,v0665
9672,v0388|v0389|v0431|v0501|v0545|v0550|v0881|v0979|v1069|v1184,v0550|v0979,v0388|v0389|v0431|v0501|v0545|v0881|v1069|v1184
9673,v0389|v0665|v0974,v0974,v0389|v0665
9674,v0689,s09674,v0689
9675,v0958|v0975|v0992|v0994,v0958|v0975|v0992|v0994,s09675
9676,v0096|v0384,v0096,v0384
9677,s09677,s09677,s09677
9678,v0735,s09678,v0735
9679,v0402|v0974,v0974,v0402
9680,v1189,s09680,v1189
9681,s09681,s09681,s09681
9682,v0312|v0793,s09682,v0312|v0793
