,numeric_id,egoid,race_ethnicity,agerange,demographic_bucket,demo_desc,age,empirical_egos_list,assigned_empego_for_venues,assigned_empego,venue_list,init_ser_cat,init_cas_cat,init_pers_cat,any_serious,assigned_empego_rel,appslist_rel,assigned_empego_norel,appslist_norel,appslist
88,8498,s08498,hispanic,21to29,6,H/21+,23.136986301369863,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e489,e489,v0430|v0431|v0576|v0665|v0671|v0959|v1182|v1189,0,0,0,1,e056,a05,e489,s08498,a05
352,8540,s08540,hispanic,21to29,6,H/21+,26.46575342465753,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e243,e243,v0109|v0395|v0665,0,2+,2,0,e243,a01|a05|a07|a14|a16|a23,e177,s08540,s08540
126,8553,s08553,hispanic,21to29,6,H/21+,25.934246575342467,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e185,e185,v0087|v0507|v0518|v0587|v0919|v0992,0,1,1,1,e217,s08553,e185,a05|a07|a14|a17,s08553
194,8578,s08578,hispanic,21to29,6,H/21+,23.12876712328767,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e194,e194,v0096|v0384|v0507|v0996,0,1,1,0,e194,a01,e529,s08578,s08578
319,8598,s08598,hispanic,21to29,6,H/21+,22.12876712328767,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e424,e424,v0312,0,0,0,0,e424,s08598,e416,a05|a07,a05|a07
255,8605,s08605,hispanic,21to29,6,H/21+,24.336986301369866,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e473,e473,v0389|v0402|v0665|v0804|v0974|v0994|v1005,0,2+,3+,0,e473,a05|a07|a10,e042,s08605,s08605
354,8641,s08641,hispanic,21to29,6,H/21+,27.56164383561644,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e605,e605,v0958|v0975|v0992|v0994,1+,0,1,1,e162,a05|a16,e605,a05|a07|a08|a10|a14,a05|a16
96,8679,s08679,hispanic,21to29,6,H/21+,22.734246575342464,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e145,e145,v0068|v0481|v0527|v0879|v0918|v0927|v0974|v0975|v0992|v1046,1+,0,1,1,e568,a01|a07|a13|a25,e145,s08679,a01|a07|a13|a25
246,8691,s08691,hispanic,21to29,6,H/21+,22.76164383561644,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e273,e273,v0128|v0231|v0728|v1116,1+,0,1,1,e419,a07,e273,s08691,a07
70,8721,s08721,hispanic,21to29,6,H/21+,29.87123287671233,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e629,e629,v0992,1+,1,2,1,e108,a05|a14,e629,a05,a05|a14
72,8735,s08735,hispanic,21to29,6,H/21+,24.704109589041096,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e106,e106,v0050|v0431|v0647|v0765|v0793|v0975|v0992|v1000,0,0,0,0,e106,a05|a14,e042,s08735,s08735
10,8775,s08775,hispanic,21to29,6,H/21+,25.24931506849315,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e602,e602,v0958|v0961|v0974|v0975|v0992|v0993|v0994,0,0,0,0,e602,a01|a05|a09|a10,e145,s08775,s08775
405,8780,s08780,hispanic,21to29,6,H/21+,24.56164383561644,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e634,e634,v0992|v0998,1+,1,2,1,e172,a16|a17|a18,e634,a05,a16|a17|a18
81,8792,s08792,hispanic,21to29,6,H/21+,26.019178082191782,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e126,e126,v0050|v0731|v0993,0,0,0,0,e126,a01,e461,a05,a05
157,8825,s08825,hispanic,21to29,6,H/21+,23.67945205479452,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e316,e316,v0191|v0196|v0975|v0992|v0994|v1092,1+,0,1,1,e528,a06|a07|a08|a40,e316,s08825,a06|a07|a08|a40
2,8832,s08832,hispanic,21to29,6,H/21+,23.18082191780822,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e292,e292,v0152|v0831|v0900|v0992,0,0,0,1,e627,a01|a05|a14|a16,e292,s08832,a01|a05|a14|a16
267,8843,s08843,hispanic,21to29,6,H/21+,24.58082191780822,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e544,e544,v0599|v0645,0,0,0,0,e544,s08843,e091,a03,a03
78,8869,s08869,hispanic,21to29,6,H/21+,27.65753424657534,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e425,e425,v0312|v0793,0,1,1,1,e194,a01,e425,a05,a01
159,8903,s08903,hispanic,21to29,6,H/21+,27.48493150684932,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e291,e291,v0145|v0176|v0500|v0974|v0998,1+,0,1,1,e138,a02|a03|a05|a06,e291,s08903,a02|a03|a05|a06
171,9003,s09003,hispanic,21to29,6,H/21+,24.553424657534247,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e038,e038,v0027|v0120|v0128|v0221|v0355|v0376|v0430|v0897|v0958|v0975|v0991|v0992|v1102|v1189,0,1,1,0,e038,s09003,e475,s09003,s09003
